症状a,症状b,label,index
龟头溃烂,龟头小红点,0,4690
睾丸疼,尿尿疼痛,0,3256
精液量少,精子畸形,0,6489
阴茎扭转,阴茎没有以前硬了,0,15512
包皮水肿,包皮水泡,1,5284
性欲减退,射精时痛,0,13531
肥大,游离前列腺抗原0.01,0,1929
尿浑浊,小便尿道疼,0,5566
龟头出血,龟头发白,0,1863
排尿困难,老想上厕所小便,0,4194
阴囊有疙瘩,阴囊不潮,0,8223
阴茎疼,鸡鸡有点短,0,822
尿道流白色液体,阴茎流白色液体,0,6996
睾丸下垂,睾丸皮上都要毛,0,6226
阴囊有疙瘩,龟头起了几个红点,0,15465
囊肿,有点微肿,0,2135
阴茎有异味,阴茎上涨痘痘,0,15716
不射精,没动几下就射了,0,6712
睾丸变小,睾丸过小,0,11604
阴囊脱皮,大腿根潮湿,0,11014
小腹坠胀,腰乏力,0,2772
阴茎弯曲,阴茎系带处水肿化脓流脓有臭味,0,2627
阴囊有疙瘩,龟头上有小疙瘩,0,13037
龟头有小疙瘩,龟头上有两个肉疙瘩,1,14137
尿道流白色液体,小便后流出精液,0,12384
阴茎疼,小鸡小,0,13389
小肉球,很小的红疙瘩,1,6964
脱皮,生殖器不硬,0,2450
睾丸萎缩,阴囊长疙瘩,0,13527
精液像水一样,精液微黄,0,10963
精液像果冻,精液希,0,16071
精液量少,精液有点少,1,689
龟头上有黑点,龟头疼,0,7156
红肿,生殖器痒,0,13575
尿无力,小便有点热,0,2652
龟头出不来,龟头太软,0,7177
睾丸痒,睾丸硬块,0,5641
龟头有红点,阴茎憋胀,0,8921
尿黄,尿尿发红,0,11887
小肉球,起小包,1,2839
精液量少,精液没以前浓,0,6966
尿道有点痒,尿道有点灼热,0,14601
小肉球,一个小水泡,1,4049
阴茎疼,阴茎有点短小,0,4940
龟头有白色分泌物,脓液流出,0,5255
龟头红肿,龟头干燥,0,4810
尿失禁,小便绿色,0,12560
记忆力减退,身体无力,0,2019
尿道有点痒,尿道口偶尔有粘液,0,2186
精液量少,精液射不出,0,12112
下面痒,有点高,0,7123
龟头有珍珠疹,龟头臭,0,6367
下面痒,脱皮发白,0,1639
性欲减退,射精没有痛痛,0,4437
肉芽,长个痘痘,1,13507
龟头溃烂,龟头有疙瘩,0,683
阴茎扭转,阴茎非常短小,0,1149
有点红,有点骚痒,0,12856
睾丸下垂,阴囊左侧有积液,0,5389
硬不起来,硬不起來,1,12779
长疙瘩,皮肤出现小红点,1,9017
手脚冰凉,下肢怕冷,0,8884
龟头有水泡,龟头上有红疙瘩,1,3345
阴茎折断,阴茎上起了个疙瘩,0,10853
包皮紧,包皮垢又容易多,0,11256
有点肿,有点皮,0,3729
阴茎增大,阴茎蚤痒痒胀,0,4027
龟头脱皮,龟头上有小水泡,0,3280
龟头出不来,龟头有点痛,0,13108
脱皮,生殖器流水,0,13679
龟头出不来,龟头不勃起能翻出来,0,1213
不射精,勃起后很快就软了,0,15266
龟头流脓,龟头腐烂,0,5419
溃疡,有点红肿,0,1485
尿浑浊,小便浑浊,1,4747
阴茎有异味,阴茎根部瘙痒,0,13064
精液像果冻,精子量少,0,11340
尿道口刺痛,早晨起来有分泌物,0,10822
黄色的,有点儿短,0,14887
龟头溃烂,龟头长痘痘,0,15049
尿道口红肿,尿道口变大,0,9322
早射,进入就想射,1,15712
睾丸挫伤,睾丸隐疼,0,1586
精液像水一样,精液量少,0,8720
睾丸变小,蛋蛋疼,0,7326
没有以前硬,勃起不是很硬,0,15209
尿胀,尿尿的时候刺痛,0,15380
阴茎过大,阴茎短小时间短,0,11845
睾丸肿大,睾丸很小,0,10456
龟头溃烂,龟头上有白色污垢,0,1797
射精无力,射精后睾丸疼,0,4175
龟头痒,龟头有黑点,0,13201
阴茎过大,阴茎周围痒,0,5604
排尿困难,小便困难,1,10635
不射精,长不射精,1,1598
尿道口红肿,尿道里有点痒,0,1898
钙化,白色的小颗粒,0,2836
尿有异味,小便慢,0,10129
精液像水一样,精子不完全液化,0,7749
硬不起来,有时还硬不起来,1,3943
龟头充血不足,龟头下面发青色,0,15080
阴茎增大,阴茎延长,1,15776
死精,精子黄色,0,12223
尿浑浊,很黄,0,14853
阴茎弯曲,阴茎说大不大,0,1265
腰酸乏力,腰疼耳鸣,0,6072
中途疲软,射完精就软了,0,11022
龟头红肿,龟头红红,1,12916
睾丸有点硬,睾丸一个大,0,14482
包皮红肿,龟头有些红,1,7684
龟头脱皮,龟头坏死,0,6957
尿里有泡沫,小便刺疼,0,8066
龟头有小疙瘩,龟头有痘痘,1,10539
尿失禁,小便多憋不住尿,1,9994
尿道口流脓,白色的脏东西,0,10116
尿失禁,小便多次数多,0,11275
包皮紧,包皮也痒,0,13249
龟头有红斑,龟头有点小,0,9191
阴茎增粗,阴茎太短,0,14694
硬不起来,?性生活时间短,0,12233
尿痛,小便时有刺痛感,1,11367
龟头出血,龟头就疼,0,2672
尿道有点痒,尿尿疼痛,0,13352
龟头有小痘痘,阴茎上有红点,1,620
龟头痒,龟头上有一点红,0,15241
早射,长时间不射精,0,10379
龟头结痂,阴茎上有小水泡,0,9810
睾丸潮湿,阴囊有时候潮湿,1,15929
精液量多,精子很稀,0,624
手脚冰凉,脱发,0,7790
阴囊脱皮,阴囊朝湿,0,5225
尿不尽,总尿尿,1,5616
尿痛,尿尿频急,0,2236
死精,精液有果冻样,0,15409
尿有灼热感,有点堵,0,13195
睾丸痒,睾丸处潮湿,0,15583
尿有灼热感,有点骚痒,0,7554
尿量少,尿尿的时候痒,0,1644
阴囊脱皮,阴囊过敏,0,13470
出血,有一点点血,1,13163
睾丸潮湿,阴囊会潮湿,1,5993
龟头有白色分泌物,尿道流血,0,15121
记忆力减退,腰酸乏,0,2797
睾丸有异味,睾丸附近阵阵疼,0,9201
龟头红肿,阴茎根部瘙痒,0,2612
阴茎短小,勃起撸三五下就射精,0,284
阴茎有硬块,阴茎珍珠疹,1,11039
龟头有红点,包皮发红,0,15349
阴茎撕裂,阴茎特别硬,0,6207
阴茎水肿,阴茎硬龟头不硬,0,13268
龟头发紫,龟头有白的,1,3112
钙化,小便有泡沫,0,7682
尿黄,尿里带血,0,15482
尿频,感觉太快,0,15792
腰酸乏力,小肚子坠胀,0,4732
尿分叉,尿尿感觉刺痛,0,8324
尿急,憋着疼,0,14764
包皮紧,包皮里有白色东西,0,4627
阴茎增粗,海绵体收缩,0,3137
阴茎弯曲,阴茎老是勃起,0,5191
阴茎短小,勃起硬度不行,0,237
尿无力,尿不尽尿频尿多,0,4062
有点疼,老是尿床,0,8996
中途疲软,碰到就软了,1,9304
阴囊红肿,睾丸旁边痒,0,15989
有点红,有点痒挤压出脓血,0,6728
包皮垢,包皮有粘连,0,11074
淋巴结肿大,睾丸发热,0,5586
阴茎扭转,阴茎过短,0,4346
阴茎增大,阴茎过大,0,14070
精液发黄,精子畸形高,0,10656
包皮痒,包皮里面有泥垢,0,9974
下面痒,大腿根部疼痛,0,11189
龟头疼,龟头有些痒,0,10099
小腹坠胀,腰酸乏力?小腹坠涨,1,11051
精液有血,精液很少,0,117
阴茎短小,阴茎勃起不硬,0,227
阴茎扭转,阴茎包皮,0,6949
尿道口刺痛,尿道口流脓,0,9785
射精出血,性生活不理想,0,1999
阴茎扭转,阴茎会缩短,0,10887
尿频,尿频尿黄,1,13362
中途疲软,勃起不太硬,0,14639
阴茎增大,阴茎发热,0,12702
龟头结痂,龟头就黄浓,0,6355
尿急,控制不住,0,14635
阴茎弯曲,阴茎小,0,5952
睾丸下垂,睾丸疼,0,14034
尿道流白色液体,尿尿橘黄色,0,14220
阴囊脱皮,阴囊出汗冰凉潮湿,0,3672
龟头红肿,阴茎还短小,0,9272
排尿困难,尿不出尿,1,12410
睾丸胀,睾丸红,0,5359
尿急,控制不住要射,0,14300
射精出血,射精速度太快,0,13530
龟头有红点,阴茎细小,0,12935
长疙瘩,小疙瘩,1,10150
长疙瘩,长了个米粒一样的小疙瘩,1,7445
硬度不够,勃起不疼,0,6314
尿浑浊,小便时有点痛,0,12348
精液量少,精子有点发黄,0,1843
龟头结痂,龟头有白点,0,4040
尿道口红肿,尿道有点灼热,0,7089
睾丸变小,阴囊肿大,0,9812
排尿困难,晚不舒服,0,6273
尿无力,小便一直发黄,0,6411
龟头有小痘痘,龟头上还有小红点,1,16033
排尿困难,老想尿尿,0,8301
肥大,前列腺疼,0,12513
尿不尽,尿频尿急倒,0,13005
包皮痒,包皮痒?肿,1,15428
精液粘稠,精液跟果冻,1,2017
不射精,射精快无力,1,3614
包皮水肿,包皮敖生物,0,720
精子成活率低,精子有点发黄,0,11158
龟头有小疙瘩,阴囊长疙瘩,0,7592
腰酸乏力,下腹不舒服,0,7081
龟头脱皮,龟头红点,0,6762
精液像水一样,精子颗粒物,0,5459
包皮紧,包皮里有白色污垢,0,15832
记忆力减退,精神不集,0,78
尿道流白色液体,小便是黄色的,0,8886
龟头流脓,龟头出现红点,0,4083
没有以前硬,硬度不硬精子少,0,15688
没有以前硬,勃起特别快,0,12476
尿道口红肿,烧热感,0,4281
精子有颗粒,射精有时快,0,14804
阴茎扭转,阴茎瘙的痒痒,0,14862
睾丸一个大一个小,睾丸缩小,0,15074
龟头疼,龟头起红斑,0,13227
黄色的,有些胖,0,10447
记忆力减退,腰酸无力,0,16
尿急,尿尿泡沫多,0,10482
阴茎有异味,阴茎弯,0,6434
阴茎有异味,阴茎细短,0,15201
睾丸肿大,附睾有硬块,0,8037
阴茎短小,勃起不能持久,0,3388
尿道口流脓,白白的脏东西,0,2690
黄色的,有点下垂,0,15339
精子成活率低,精子比较黄,0,3597
肉芽,红色的疙瘩,1,11522
睾丸胀,睾丸会痛,0,8449
尿分叉,小便会疼,0,12591
尿频,尿频尿道发热,1,14028
睾丸疼,睾丸有硬块,0,2474
黄色的,尿有点混浊,0,13736
硬不起来,一点都勃不起来,1,16097
中途疲软,勃起不持久,0,1259
中途疲软,勃起时间短,1,7269
淋巴结肿大,阴囊积水,0,4672
阴囊脱皮,阴囊有潮湿感,0,3775
龟头有小痘痘,龟头又大又硬,0,4303
有异味,有点分叉,0,1875
龟头有红斑,龟头脱敏,0,4193
睾丸挫伤,睾丸阵痛,0,9988
精液量少,精液中带血,0,9301
尿等待,总是想尿尿,0,5749
尿频,尿特别多,1,14091
有点红,发红,1,13522
阴茎有硬块,阴茎向右弯曲,0,14223
尿不尽,尿尿还分叉,0,11603
尿黄,尿尿的时候有点刺痛,0,15521
精液有血,精液不少,0,158
阴茎有硬块,阴茎短了,0,10997
睾丸肿大,睾丸软,0,12403
阴囊肿大,阴囊湿湿,0,4629
睾丸肿大,睾丸好疼,0,11353
包皮紧,龟头珍珠疹,0,816
龟头痒,龟头出血,0,8611
龟头有白色分泌物,尿道口有粘液流出,0,1567
龟头充血不足,阴茎海绵体静脉漏,0,6132
精液发黄,精子特少,0,10550
龟头有白色分泌物,尿道口肿,0,14098
精子成活率低,精液是黄色,0,13900
龟头充血不足,龟头出过血,0,5771
尿道流白色液体,尿道口刺痛,0,641
龟头出不来,龟头膨胀的疼,0,1541
尿有异味,龟头老有分泌物,0,12859
睾丸萎缩,睾丸有点潮湿,0,7354
阴囊脱皮,睾丸涨,0,12359
龟头有红斑,龟头上有红疙瘩,1,979
粉刺,白色泥条,1,9893
龟头发紫,龟头不肿,0,14362
龟头上有黑点,龟头有红点,1,13800
排尿困难,拉尿也会痛,0,5496
阴茎有硬块,阴茎会阴处变硬,0,1065
黄色的,浓稠,0,2663
阴茎扭转,阴茎萎缩,0,502
阴茎增粗,阴茎不硬,0,11650
阴茎增粗,阴茎周围痒,0,483
龟头有珍珠疹,龟头肿,0,7235
精子成活率低,精子活动低,0,13048
龟头有白色分泌物,挤不出来分泌物,1,3489
尿道有点痒,尿道口流脓,0,10356
腰酸乏力,小腹早上疼,0,15880
下面痒,阴囊上有白色小疙瘩,0,5715
阴茎短小,勃起特快,0,286
射精无力,勃起撸三五就射精,0,932
小便出血,小便流血,1,10866
龟头有白色分泌物,龟头白色分泌物,1,9568
包皮水肿,包皮里面很红,0,7002
尿道口流脓,尿道口发黑,0,14503
龟头上有黑点,龟头明感,0,2868
尿痛,尿尿刺痛,1,4379
精液量多,精子很粘,0,16134
尿等待,尿分叉??尿不尽,0,4654
精液有异味,精液很少很少,0,15957
尿浑浊,小便时间长,0,6167
尿道口流脓,尿道发痒,0,14465
尿等待,尿不急?不频,0,15758
早射,不到一分钟就射,1,8617
龟头有红斑,阴茎有红点,1,4719
阴茎有异味,阴茎有臭味,1,12330
龟头充血不足,裤子敏感,0,13152
有点肿,有点痒有点疼,0,8218
小肉球,比黄豆小点,1,12567
龟头痒,龟头有点歪,0,7744
睾丸痒,阴囊松弛,0,13013
阴囊肿大,阴囊上有细的血管,0,3825
龟头充血不足,海棉体供血不足,1,9998
龟头出不来,龟头就很痛,0,8755
阴囊红肿,睾丸肿,1,5958
阴茎有硬块,阴茎会痒,0,14745
龟头有颗粒,流黄色的东西,0,7038
下体有异味,生殖器特别痒,0,15214
精液有血,精子变透明,0,13917
尿道口流脓,白色渣渣,0,9789
精子有颗粒,射精后小便尿道口刺痛,0,6071
死精,精液还很稀,0,4759
龟头有小痘痘,龟头发青,0,1835
尿无力,小便突然就特别的黄,0,15815
包皮垢,包皮干脱皮,0,1652
脱皮,红点??包皮有点红肿,0,5103
阴茎有异味,阴茎麻木,0,6575
精液量多,精液还很稀,0,15908
睾丸扭转,睾丸:痛,0,9948
硬不起来,jj硬不起来,1,1408
阴茎折断,阴茎是弯的,1,762
龟头出不来,龟头就疼,0,4607
阴囊有疙瘩,皮肤起痘痘,0,9916
尿黄,尿尿也疼,0,5762
阴茎扭转,阴茎周围痒,0,581
小腹疼,睾丸有时疼痛,0,15697
包皮水肿,包皮一直过长,0,6594
尿浑浊,尿尿会疼,0,3176
硬度不够,勃起的时候不小,0,4674
硬不起来,勃起不如以前,0,14585
睾丸痒,睾丸也疼,0,15855
阴茎增粗,阴茎发育不良,0,437
下面痒,脱皮,0,1660
睾丸痒,睾丸瘙痒,1,7383
性欲减退,阴茎小不舒服没有快感,0,5560
阴囊发凉,睾丸肿痛,0,12797
虚汗,手脚冰凉,0,3861
尿道口流脓,一圈还有硬的东西,0,5042
粉刺,白色的还有颗粒物,1,2471
精液发黄,精液颗粒,0,13074
睾丸有异味,睾丸痛,0,2863
龟头有小痘痘,龟头有黑斑,1,7728
阴茎过大,阴茎长了个疙瘩,0,4955
尿浑浊,小便后有血,0,15310
尿多,小便红色,0,13983
尿道有点痒,尿道刺痒,1,14331
龟头出不来,龟头变色,0,12216
阴囊脱皮,睾丸上有个肉疙瘩,0,10616
睾丸有点硬,睾丸老是疼,0,7740
阴茎扭转,阴茎裂口,0,12746
不射精,射精还快,0,2515
精子有颗粒,射精好快,0,9452
尿无力,小便滴白,0,3798
精液量少,精子发黄不液化,0,7937
尿道口流脓,尿道刺疼,0,10689
有点红,有点异味,0,1606
精液有异味,精液就发黄,0,10701
小便出血,有点发黄,0,14441
没有以前硬,勃起不了,0,13416
尿道口流脓,白色粉状,0,16210
精液有血,精液略带粉色,1,4840
小便出血,小便有点混浊,0,1808
有点发炎,有点?精神失落,0,2638
龟头有白色分泌物,尿道口有些痒,0,13073
阴茎短小,勃起特快,0,11315
龟头有小疙瘩,龟头紫色,0,6196
阴茎扭转,阴茎勃起来骚痒痒又短小,0,15171
精液有血,精子是果冻状,0,156
死精,精液混浊,0,13302
尿胀,尿尿有刺痛,0,9183
尿浑浊,小便红色,0,3837
精液有异味,精子发光,0,12428
阴茎增大,阴茎太长,0,341
溃疡,有点像果冻,0,4074
尿胀,小便时尿道刺痛,0,3667
阴茎增大,阴茎变长,0,3958
龟头脱皮,龟头有黑斑,0,11794
龟头红肿,阴茎小了,0,7774
阴茎有异味,阴茎冰凉,0,12943
阴茎撕裂,阴茎黑,0,7683
长疙瘩,有点小红疙瘩,1,11753
性欲减退,提不起精神来,0,5249
龟头发紫,龟头增大,0,1493
阴茎疼,阴茎根部疼痛,1,4643
肥大,前列腺管堵塞,0,10715
中途疲软,没多久就软了,1,13623
排尿困难,小便有点分叉,0,1002
精液粘稠,精子是果冻状,0,8446
溃疡,有点发炎,0,864
龟头有小疙瘩,阴茎上有红点,1,10194
射精痛,射精管堵塞,0,4279
下面痒,有点快,0,11548
精液发黄,精液泛黄,1,13625
尿黄,精液有点发黄,0,4239
睾丸扭转,睾丸受伤,0,3968
长疙瘩,白色小点点,1,14996
精液量多,精液透明?,0,4233
虚汗,爱出虚汗,1,1784
阴茎水肿,阴茎勃不起来又短小,0,15053
龟头流脓,龟头红斑,0,7104
阴茎水肿,阴茎充血不足,0,9655
小肉球,很小的疙瘩,1,6222
阴囊脱皮,睾丸不疼,0,12605
睾丸疼,睾丸左边大,0,12710
阴茎有异味,阴茎上有小豆豆,0,6194
睾丸痒,阴囊收缩凉,0,5802
小腹疼,小肚胀,0,11909
睾丸扭转,睾丸酮也低,0,13119
龟头红肿,阴茎头痒,0,14915
尿道口流脓,白色的颗粒状,0,6328
阴囊痒,睾丸发痒,1,11179
龟头脱皮,龟头出血,0,4307
龟头发紫,龟头很红,1,14083
尿急,尿尿的时候尿道疼,0,4309
精液量少,精液跟果冻,0,15323
阴茎短小,射精快不勃起,0,279
不射精,不硬时间短,0,8693
精液像水一样,精液发红,0,804
尿黄,果冻状的精液?,0,5800
钙化,尿口流白色液体,0,13131
睾丸扭转,睾丸水肿,0,7916
下面痒,大腿根有异味,0,11949
龟头灼热,阴茎长长,0,6961
阴茎疼,阴茎小了,0,12966
死精,精子里有血,0,15198
长疙瘩,起了个疙瘩,1,6373
阴茎水肿,阴茎上有小痘痘,0,8956
尿痛,尿尿有刺痛,1,5700
龟头流脓,龟头痒痒,0,11931
睾丸变小,睾丸皮脱皮,0,6705
龟头有小痘痘,龟头起了几个红点,1,7544
龟头疼,龟头增大,0,9097
阴囊红肿,睾丸微痛,0,10294
睾丸有异味,睾丸肿胀疼痛,0,3709
龟头有小痘痘,龟头软软,0,13164
龟头出血,龟头有褶皱,0,9526
阴茎弯曲,阴茎发臭,0,13752
有异味,无异味,0,9507
精液量多,做爱时间有点短,0,6978
尿痛,小便快,0,13576
阴茎疼,鸡巴太细,0,9274
阴茎增粗,阴茎海绵体受损,0,405
包皮痒,包皮里有白色污垢,0,5849
包皮痒,包皮长一点,0,7057
精液量少,精子有点黄色,0,5420
精液量多,几秒就射了,0,8632
肾虚,营养不足,0,5515
死精,精子变透明,0,12308
精液有血,精液稀薄,0,147
龟头有白色分泌物,黄绿色分泌物,0,2999
粉刺,白色痘痘,1,8851
阴囊发凉,睾丸有点肿,0,8869
死精,无精子,0,4452
睾丸肿大,睾丸两侧发痒,0,4320
尿道口流脓,白色透明,0,16114
尿浑浊,小便发黑,0,9233
睾丸下垂,睾丸正常都下垂,1,7653
精液发黄,精液不完全液化,0,6777
龟头溃烂,龟头有点敏感,0,13882
睾丸有点硬,睾丸发红,0,14657
阴茎弯曲,阴茎损伤,0,12867
阴茎有异味,阴茎勃起有时候很硬,0,13050
包皮红肿,包皮颗粒,0,4949
龟头出不来,龟头还有点红,0,13845
灼热,烧灼,1,9863
阴茎增粗,阴茎包皮过长,0,451
包皮有点长,包皮还长,1,16197
睾丸下垂,睾丸发红,0,15006
有点疼,压痛感,1,2182
睾丸一个大一个小,睾丸下坠痛,0,2596
龟头有水泡,大腿内侧长疙瘩,0,619
尿道口流脓,小便有灼热感,0,14509
睾丸变小,睾丸特别凉,0,12703
龟头疼,龟头有味,0,2424
阴茎有异味,阴茎短小时间短,0,9966
下体有异味,生殖器长疙瘩,0,6366
出血,有一点点黄,0,8697
阴囊脱皮,睾丸皮上长了个疙瘩,0,3772
龟头有白色分泌物,尿道口不疼,0,3157
早射,插进去没感觉,0,6487
没有以前硬,勃起也不坚硬,0,10518
龟头敏感,做爱敏感,1,4866
硬度不够,硬度不够??,1,9525
没有以前硬,硬度不够硬,1,597
硬度不够,勃起硬度也不够,1,3638
睾丸肿大,睾丸有时候会痛,0,14735
龟头红肿,阴茎回血快,0,1228
龟头有红斑,龟头下面痒,0,12926
精子有颗粒,射精射出果冻状的东西,1,9251
睾丸萎缩,睾丸发凉潮湿,0,3161
精子成活率低,精子淡黄色,0,7312
尿急,小便疼,0,953
尿道口红肿,偶尔刺痛,0,11279
龟头充血不足,龟头过大,0,12174
射精无力,射精有血?,0,7277
尿黄,尿白色的尿,0,10940
阴茎扭转,阴茎很短,0,12675
龟头灼热,阴茎瘙痒,0,13646
性欲减退,不能硬起,0,9770
阴茎短小,勃起时间短,0,200
红肿,生殖器官变弯,0,966
尿不尽,尿分叉,0,11988
排尿困难,火辣辣的,0,1162
龟头脱皮,龟头腐烂,0,10788
阴茎扭转,阴茎短小包皮,0,10201
尿道有点痒,尿道裂开,0,3255
尿频,尿频尿,1,1112
尿痛,小便多憋不住尿,0,1589
有点红,一丁点痒,0,16092
阴茎撕裂,阴茎增大增长,0,1770
精液量少,精子染色体异常,0,2914
腰酸乏力,腰酸尿频,1,11257
精液像水一样,精子有黄色的果冻状,0,14636
钙化,白色脏东西,0,8100
龟头溃烂,龟头开裂,0,6707
龟头结痂,阴茎上有小红点,0,2834
龟头发紫,龟头有白色物质,0,2431
长疙瘩,白豆豆,1,11436
小肉球,小白点点,1,1696
睾丸萎缩,阴囊小,1,6583
射精出血,性生活时会疼,0,2486
有点发炎,有点变小,0,8190
精液像水一样,精子特少,0,2296
龟头有颗粒,白色发黄,0,5018
龟头有珍珠疹,阴茎上长疙瘩,1,3207
精液像果冻,精液土黄色,0,11662
阴茎有硬块,阴茎又大又粗又硬又粉红,0,8460
龟头发紫,龟头上有白色的,0,10907
尿道口流脓,黄水,0,11841
小便出血,尿尿不疼,0,8526
龟头灼热,阴茎有些短小,0,6531
精液量多,插进去几下就射了,0,6905
尿道有点痒,尿道有些痒,1,661
精液粘稠,精液没有精子,0,4328
睾丸下垂,睾丸坠痛,1,1151
尿有异味,精液有异味,0,5506
包皮有点长,皮过长,1,8166
精液有血,精液差,0,6236
粉刺,白色异味,0,5679
阴茎有异味,阴茎总是勃起,0,9591
阴囊痒,大腿内侧有红斑,0,13836
阴囊肿大,阴囊痒脱皮,0,10013
排尿困难,尿不出来尿,1,13289
钙化,白色的东西,0,10238
尿多,小便有点红,0,5404
黄色的,有点痒有点红,0,2654
龟头灼热,阴茎白斑,0,4589
尿失禁,小便后见红,0,1312
龟头发紫,龟头有点疼,0,11686
阴茎增粗,阴茎水肿,0,4444
龟头发紫,龟头白色分泌物,0,9136
有点肿,有点下坠,0,1947
精液像果冻,精液跟水一样,0,2636
硬不起来,勃起很硬,0,14629
没有晨勃,晨勃减少,0,14219
包皮痒,包皮尿道口有点水肿,0,14634
尿分叉,尿尿很痛,0,4626
睾丸潮湿,睾丸涨疼,0,12275
尿浑浊,尿尿有点分叉,0,10888
阴茎短小,勃起硬度没问题,0,259
中途疲软,不能献血,0,11097
硬不起来,阴茎勃起不硬,1,11898
精液有血,精液有异味,0,168
精液像果冻,精子发黄有果冻状,1,2064
阴茎扭转,阴茎无力,0,9919
射精出血,射精前尿道带血,0,5966
小肉球,一个小肉球,1,1370
龟头疼,龟头是凉的,0,15363
有点疼,放射性疼痛,1,8393
阴茎弯曲,阴茎发热,0,9827
钙化,尿液残留,0,6122
龟头有红斑,龟头有白带,0,9454
尿道口刺痛,一点儿分泌物,0,15930
龟头出不来,龟头很痒,0,12870
龟头发紫,龟头发炎,0,921
精液发黄,精子粘稠,0,15962
射精痛,射精射精有些快,0,7887
精液量少,精液差,0,4475
尿浑浊,尿出来的尿有泡沫,0,7577
不射精,硬度不如以前了,0,6038
阴茎有异味,阴茎不够长,0,8577
睾丸挫伤,睾丸用手一捏就疼,0,12455
龟头脱皮,龟头有小痘痘,0,15738
尿失禁,小便尿痛,0,1382
粉刺,白色的浓液,0,13782
阴茎疼,鸡鸡细又短,0,4572
尿道口流脓,白色的果冻,0,7035
排尿困难,小便后有血,0,14391
龟头有珍珠疹,龟头就黄浓,0,9909
尿急,存不住尿,0,8465
有点肿,有点硬,0,8496
有点疼,摸着有痛感,1,5745
龟头脱皮,龟头有些溃疡破皮,0,13326
红肿,鸡巴毛瘙痒,0,10191
睾丸下垂,睾丸提一下有个小包,0,4553
龟头流脓,龟头有点水肿,0,7579
尿道口红肿,尿频?龟头瘙痒,0,2744
精液有异味,精子很稠,0,12156
尿多,小便有味道,0,12424
前列腺疼,前列腺钙化度偏高,0,10900
有点肿,有点尿多,0,10756
尿道口红肿,龟头尿尿刺痛,0,10958
溃疡,有点像水,0,11157
睾丸萎缩,睾丸疼?,0,8567
射精无力,射精疼痛,0,815
阴囊红肿,睾丸有囊肿,0,1367
尿有异味,小便浑浊,0,14754
尿等待,排尿无力,0,14366
尿道口刺痛,尿道变细,0,2197
包皮垢,包皮过长红斑骚痒胃难受头痛,0,9460
包皮痒,龟头发紫,0,15781
睾丸胀,睾丸有硬块,0,3678
尿不尽,尿次数多尿不尽,1,13240
阴茎折断,阴茎有异味,0,13040
精子有颗粒,射精太点快,0,7114
睾丸有异味,阴囊出水,0,13967
钙化,白色的小点,0,13669
硬度不够,勃起有点慢,0,11593
尿痛,尿尿发黄,0,868
精液有血,精液不液化,0,14156
睾丸潮湿,睾丸有潮湿,1,6769
前列腺疼,前列线肥大,0,11204
龟头出不来,龟头不肿,0,16120
阴茎增粗,阴茎勃起不来,0,8293
龟头上有黑点,龟头有些肿,0,1505
精液有血,精液无味,0,2785
尿频,感觉软的,0,1851
包皮红肿,龟头肿了,1,13281
龟头灼热,阴茎不硬,0,13476
尿多,小便费力,0,1466
包皮紧,包皮破了,0,6206
增生,阳虚?前列腺?,0,2237
龟头有珍珠疹,龟头起红疹,1,2250
早射,没两下就射精,1,9935
排尿困难,胃不舒服,0,5780
龟头上有黑点,龟头有小疙瘩,1,2233
睾丸有点硬,睾丸特别小,0,6881
阴茎增大,阴茎左边肿,0,15904
尿分叉,小便特别疼,0,7499
射精出血,小便后出血,0,6775
尿无力,小便异味,0,14375
阴茎增粗,阴茎细短,1,13986
红肿,鬼头有红点,0,5898
肉芽,小肉瘤,1,15628
尿胀,小便后有白色液体流出,0,7211
精液量少,精子出不来,0,10277
阴茎过大,阴茎充血不足,0,9422
睾丸一个大一个小,睾丸坠胀,0,5656
记忆力减退,腰酸??,0,7884
淋巴结肿大,睾丸冰凉,0,1141
包皮水肿,包皮一圈疼,0,5425
阴囊发凉,蛋蛋很小,0,13661
龟头痒,龟头有白色分泌物,0,10213
硬度不够,疲软不坚,1,15990
小腹疼,小肚子一侧疼,1,13084
有异味,有味,1,2989
龟头有小疙瘩,龟头边缘有小疙瘩,1,768
阴茎撕裂,阴茎短小时间短,0,11591
精液发黄,精液成块状,0,1845
硬不起来,有点儿力不从心,0,8351
睾丸一个大一个小,睾丸湿,0,636
尿道有点痒,尿道很疼,0,1862
记忆力减退,腰酸腿没劲,0,73
龟头流脓,龟头发凉,0,11125
阴茎折断,阴茎弯曲矫,0,2800
睾丸萎缩,睾丸表皮疼,0,10459
阴茎疼,鸡鸡一直硬,0,15256
记忆力减退,腰酸乏力失眠多梦精神不好,0,55
尿道口刺痛,小便灼热,0,10385
睾丸一个大一个小,睾丸刺痛,0,3275
睾丸肿大,睾丸有血丝,0,6727
阴茎扭转,海绵体怪疼,0,3734
精液量多,精液太多,1,1804
包皮有点长,包皮浮肿,0,11163
睾丸胀,睾丸下坠松弛,0,3162
龟头出血,龟头不是很硬,0,775
睾丸下垂,睾丸旁边痒,0,8710
长疙瘩,小红点点,1,11181
阴茎有硬块,阴茎疼,0,15312
粉刺,红色的小疙瘩,1,12479
包皮红肿,包皮有点红肿,1,4880
记忆力减退,腰膝酸软失眠多梦阴囊潮湿阴囊痒,0,11112
