uuid,sentence,sentence2,label
c9f2b45a-1bf8-11ea-83a2-e0d55e7e3b80,我这属于包皮过长吗,包皮过长引起,0
c9efa931-1bf8-11ea-b87c-e0d55e7e3b80,这个需要做什么检查呢,手术前需要做什么检查,0
c9f044e2-1bf8-11ea-8c06-e0d55e7e3b80,等我加你微信吧,你还是加我微信吧,0
c9f0baaa-1bf8-11ea-9032-e0d55e7e3b80,包茎  跟包皮不一样吗,我包皮长,0
c9f267a9-1bf8-11ea-8c08-e0d55e7e3b80,是和包皮有关吗,是包皮长,0
c9f4d729-1bf8-11ea-81b3-e0d55e7e3b80,大概得多久啊,大概多长时间,1
c9f0ba9a-1bf8-11ea-8b2f-e0d55e7e3b80,这个需要检查吗,哦需要进一步检查,0
c9f3c656-1bf8-11ea-85ad-e0d55e7e3b80,大概需要多少钱呢？,这个需要多少钱,1
c9ef81ec-1bf8-11ea-9cb1-e0d55e7e3b80,应该做哪方面检查,那应该做什么检查呢,1
c9eff770-1bf8-11ea-a39f-e0d55e7e3b80,这个就不知道了,这个不知道了。,1
c9f2b425-1bf8-11ea-ab55-e0d55e7e3b80,吃 什么可以呢？,那是什么病,0
c9f2db70-1bf8-11ea-849c-e0d55e7e3b80,不勃起呢,勃起也露不出来,0
c9ef5af8-1bf8-11ea-a7e4-e0d55e7e3b80,几乎没有晨勃,没有晨勃,1
c9f0bb05-1bf8-11ea-9d9e-e0d55e7e3b80,包皮可以医保报销吗,医保可以用吗,0
c9f04577-1bf8-11ea-996c-e0d55e7e3b80,怎么可能～,我应该怎么看,0
c9f0e27c-1bf8-11ea-9695-e0d55e7e3b80,没做啥检查   怀疑是  能做什么检查,那做什么检查吧,0
c9f2db60-1bf8-11ea-8d58-e0d55e7e3b80,早泄和这个包皮过长有关系吗,跟包皮过长有关系么,0
cb06149e-1bf8-11ea-a14f-e0d55e7e3b80,QQ吧  不玩微信,不用微信,0
c9f3513d-1bf8-11ea-8b28-e0d55e7e3b80,嗯，你的多少,你的多少,1
c9f01dc9-1bf8-11ea-b761-e0d55e7e3b80,去了怎么做检查,去哪里检查,0
c9f06c66-1bf8-11ea-9699-e0d55e7e3b80,有什么解决的办法吗,有什么办法嘛,1
c9eff751-1bf8-11ea-9908-e0d55e7e3b80,什么引起的呢？,那是什么原因引起的呢？,1
c9efa969-1bf8-11ea-ac92-e0d55e7e3b80,费用要多少,费用是多少钱,1
c9f3ec1b-1bf8-11ea-9c39-e0d55e7e3b80,那要怎么办？,那得怎么办呢？,1
c9f0e1cf-1bf8-11ea-be93-e0d55e7e3b80,那要怎么办啊,那得怎么办呢？,1
c9ef5b4d-1bf8-11ea-a5c5-e0d55e7e3b80,这个怎么治疗,怎么治疗就像这种,1
c9f39ef5-1bf8-11ea-9c89-e0d55e7e3b80,跟我说说,你先说吧。,0
c9f0e239-1bf8-11ea-8493-e0d55e7e3b80,什么没做过，,什么没做,1
c9f3517b-1bf8-11ea-b6ec-e0d55e7e3b80,多少钱呢？,多少钱呢，,1
c9efa96e-1bf8-11ea-9d44-e0d55e7e3b80,那这个早泄需要怎么治疗？,这个治疗的话需要怎么治疗？,0
cb05c6f5-1bf8-11ea-8087-e0d55e7e3b80,你们怎么治疗,说，怎么治疗得了,1
c9f3022d-1bf8-11ea-8fc7-e0d55e7e3b80,17岁  56天,3天  15岁,1
c9efa92c-1bf8-11ea-90b4-e0d55e7e3b80,好吧知道了,嗯，我知道了,1
c9f2db39-1bf8-11ea-a5d8-e0d55e7e3b80,请问用什么药呢,请问吃啥药,1
c9f218d7-1bf8-11ea-8c51-e0d55e7e3b80,算早泄？,你好，阳痿早泄,0
c9f39f9b-1bf8-11ea-adfb-e0d55e7e3b80,需要用什么药物,是什么药物,1
c9f0e26a-1bf8-11ea-9f3c-e0d55e7e3b80,我也是在桂林的,我也是桂林的哦,1
c9f30208-1bf8-11ea-b650-e0d55e7e3b80,多少钱呢？,半价多少钱？,0
c9f21877-1bf8-11ea-b2e0-e0d55e7e3b80,吃什么药可以好么,吃什么药可以治？,1
c9f3c5f8-1bf8-11ea-8665-e0d55e7e3b80,半年没有性生活了，最近有性生活了才发现,我们两天没有性生活了   今天发现的,1
c9f0bb8f-1bf8-11ea-ae45-e0d55e7e3b80,那戒掉手淫呢,有手淫史,0
c9f4d6b7-1bf8-11ea-9af1-e0d55e7e3b80,什么原因,这是什么原因造成的,1
c9f43b27-1bf8-11ea-b573-e0d55e7e3b80,你是说还是说去医院检查吧,要去医院检查吧,1
c9f3ec91-1bf8-11ea-ac87-e0d55e7e3b80,内分泌失调不是可以调吗？,我有点内分泌失调,0
c9ef5b14-1bf8-11ea-abd0-e0d55e7e3b80,不申请多少钱？,不申请是多少钱,1
c9ef5b64-1bf8-11ea-9e54-e0d55e7e3b80,什么原因造成的呢？,我想知道是什么原因引起的,1
c9f2b41f-1bf8-11ea-9c2b-e0d55e7e3b80,没有，怎么治疗,如果是该怎么治疗？,1
c9f2b4c2-1bf8-11ea-b0d1-e0d55e7e3b80,做包皮多少钱,包皮手术多少钱,1
c9f17d15-1bf8-11ea-aa1f-e0d55e7e3b80,这个药物能治疗吗,药物治疗还是？,0
cb057956-1bf8-11ea-9e69-e0d55e7e3b80,所以咨询一下,我就想咨询一下。,1
c9ef5aea-1bf8-11ea-8b89-e0d55e7e3b80,这怎么办？,应该怎么办,1
cb05ee8a-1bf8-11ea-815c-e0d55e7e3b80,在这里说吧，现在不方便,就这样说吧，不方便,1
c9f412fd-1bf8-11ea-97f5-e0d55e7e3b80,阳痿早泄怎么办,早泄咋办啊,0
c9f377df-1bf8-11ea-b11c-e0d55e7e3b80,为啥老是勃起,不勃起怎么回事,0
c9f2b480-1bf8-11ea-bdf7-e0d55e7e3b80,前天说的？,昨天下午做的,0
c9eff712-1bf8-11ea-9649-e0d55e7e3b80,你先说一下费用多少？,你可以大概说一下要多少钱吗？,1
c9f06c21-1bf8-11ea-80c3-e0d55e7e3b80,做一个什么检查,什么检查啊,1
cb05c6c1-1bf8-11ea-b897-e0d55e7e3b80,这是什么原因,是什么原因造成的,1
c9f4d728-1bf8-11ea-bfd0-e0d55e7e3b80,医院在哪里,咱们医院在哪里,1
c9f3c6ad-1bf8-11ea-a755-e0d55e7e3b80,没有什么症状,是什么症状,0
c9f39f49-1bf8-11ea-ae35-e0d55e7e3b80,包皮，疼吗,包皮外面，,0
c9efcfc4-1bf8-11ea-a37a-e0d55e7e3b80,需要怎么做？,需要怎么治疗,0
c9f48865-1bf8-11ea-93a6-e0d55e7e3b80,吃中药还是西药啊,早泄中药调理还是西药,0
c9f04541-1bf8-11ea-96a6-e0d55e7e3b80,这个严重？,那严重吗,1
c9efa925-1bf8-11ea-a06f-e0d55e7e3b80,多少钱一个小时？,多少钱小时吗,1
c9f24012-1bf8-11ea-9ce2-e0d55e7e3b80,十几分钟吧,十多分钟吧,1
c9f461d8-1bf8-11ea-ba80-e0d55e7e3b80,是用中药吗,中药，还是西药呢,1
c9f3ec87-1bf8-11ea-b478-e0d55e7e3b80,而且经常感到小腹胀   排尿不尽,尿频 尿急 尿不尽 尿分叉 有时候尿痛,0
cb05edae-1bf8-11ea-a355-e0d55e7e3b80,有什么好的方法治疗吗,那我问一下有什么治疗方法呢,1
c9f3293a-1bf8-11ea-b79d-e0d55e7e3b80,什么多长时间,得吃多长时间啊,0
c9f24088-1bf8-11ea-b08f-e0d55e7e3b80,我有点阳痿早泄咋办,严重早泄怎么办,0
c9f3297a-1bf8-11ea-853a-e0d55e7e3b80,大约多长时间,大概多长时间,1
c9f37856-1bf8-11ea-859b-e0d55e7e3b80,都确诊了，还需要检查吗，,需要检查吗,0
c9f1097f-1bf8-11ea-8d28-e0d55e7e3b80,你看什么情况,看什么情况？,1
c9f4b003-1bf8-11ea-88e3-e0d55e7e3b80,你那现在包皮手术多少钱,你们那里割包皮多少钱,1
cb05c6f1-1bf8-11ea-940b-e0d55e7e3b80,好几年啦,七八年了吧,1
c9f3290f-1bf8-11ea-99b1-e0d55e7e3b80,这样就能挂号？,挂号要排队吗,0
c9f351a5-1bf8-11ea-bcfc-e0d55e7e3b80,治疗是吃药，还是做别的呢！,吃药还是治疗,1
c9f412b6-1bf8-11ea-af34-e0d55e7e3b80,大概需要多少钱。,那需要多少钱呢,1
c9f39ee0-1bf8-11ea-aa7c-e0d55e7e3b80,不方便呀,不方便啊  开会,1
c9efa94a-1bf8-11ea-9b46-e0d55e7e3b80,要多久后,要多久好,0
c9efa8f7-1bf8-11ea-9644-e0d55e7e3b80,20  就这几天,17岁  就这几天,1
c9f4fd34-1bf8-11ea-a782-e0d55e7e3b80,在吗医生，?,您好医生,0
c9f43acc-1bf8-11ea-b5c9-e0d55e7e3b80,药物治疗效果好?还是手术治疗效果好,那不使用药物治疗 就做了手术不治疗了可以吗,0
c9f32946-1bf8-11ea-97b5-e0d55e7e3b80,可以咨询下吗,嗯先咨询下,0
c9f30237-1bf8-11ea-ba62-e0d55e7e3b80,那应该怎么治疗呢？,主要是怎么治疗呢,1
c9f4d6f0-1bf8-11ea-b289-e0d55e7e3b80,刚做过包皮手术,有做过包皮手术，,0
c9f0baae-1bf8-11ea-8e0e-e0d55e7e3b80,如果包皮过长的情况下呢,和包皮过长有关系吗,0
c9f1ca76-1bf8-11ea-89a4-e0d55e7e3b80,没他微信,我没微信,0
cb05ee21-1bf8-11ea-8657-e0d55e7e3b80,医生说是,医生看了,0
c9f377e3-1bf8-11ea-9c0e-e0d55e7e3b80,体检大概费用是多少,检查的费用是多少,0
c9ef5b0b-1bf8-11ea-a3d3-e0d55e7e3b80,这个是什么原因啊？,我说的这个情况应该是什么原因啊,1
c9f10982-1bf8-11ea-9065-e0d55e7e3b80,是早泄了,还是早泄,1
cb05eddc-1bf8-11ea-be4c-e0d55e7e3b80,刚出现，没几天，,前几天查的,0
c9ef5b16-1bf8-11ea-ac61-e0d55e7e3b80,疼是什么原因呢,不知道什么原因导致的,0
c9f0bb45-1bf8-11ea-a653-e0d55e7e3b80,这种情况很严重吗,这个严重吗,1
c9f3c5fe-1bf8-11ea-9964-e0d55e7e3b80,对啊，有啊,嗯嗯，就是,1
c9f4d6b5-1bf8-11ea-b6be-e0d55e7e3b80,所以吃什么药  不去医院,那也要治疗吗,0
c9f1574b-1bf8-11ea-bcd7-e0d55e7e3b80,也没有包皮过长？,我包皮没有剪,0
c9ef81e0-1bf8-11ea-ab38-e0d55e7e3b80,这么严重？,听您这么说 感觉挺严重的,1
c9f2b40c-1bf8-11ea-9201-e0d55e7e3b80,做包皮手术要多少钱,做包皮大概多少钱,1
cb0578dc-1bf8-11ea-b653-e0d55e7e3b80,可以做什么手术吗,一般需要手术吗,1
c9f28e3d-1bf8-11ea-9a95-e0d55e7e3b80,这种情况应该吃点什么药好,吃点什么药好,1
c9f41378-1bf8-11ea-8585-e0d55e7e3b80,好的，检查呢,这个检查,0
c9f3c5cb-1bf8-11ea-8f02-e0d55e7e3b80,是个小医院不,去医院挂什么科？,0
c9f09392-1bf8-11ea-b4ac-e0d55e7e3b80,要怎么治疗呢？,一般是怎么治疗,1
c9efd06b-1bf8-11ea-88e2-e0d55e7e3b80,是不是早泄了啊,早泄……,0
c9f3c633-1bf8-11ea-8d9f-e0d55e7e3b80,需要多久能治好,多久能治好,1
c9f01da3-1bf8-11ea-8713-e0d55e7e3b80,是要去医院检查吗,需要去医院检查吗,1
c9f0bae1-1bf8-11ea-af68-e0d55e7e3b80,阳痿早泄遗传吗,是不是阳痿早泄？,0
c9f46235-1bf8-11ea-85c9-e0d55e7e3b80,那需要怎么治疗呢？,我这情况怎么治疗,1
c9f1ca29-1bf8-11ea-8fa6-e0d55e7e3b80,什么症状呢,请问可能是什么症状,1
c9f1095d-1bf8-11ea-90ac-e0d55e7e3b80,要预约吗,我想预约专家,0
c9f0e26d-1bf8-11ea-8700-e0d55e7e3b80,介绍一下,能在这里介绍一下么,1
c9f23fe8-1bf8-11ea-ad41-e0d55e7e3b80,加QQ行不,好的加微信,0
c9f43b6d-1bf8-11ea-a941-e0d55e7e3b80,你那里多少钱呢？,你就说多少钱就好,1
c9f412bc-1bf8-11ea-adfd-e0d55e7e3b80,大概要多少钱？,我这个情况大概得花多少钱,1
c9f328d5-1bf8-11ea-93f7-e0d55e7e3b80,那这个严重嘛,他说的很严重,0
c9f06c07-1bf8-11ea-84ae-e0d55e7e3b80,还是需要去医院检查,还是去检查,1
cb05c701-1bf8-11ea-9a64-e0d55e7e3b80,是早泄了,是早泄吗,0
c9eff6f0-1bf8-11ea-80a7-e0d55e7e3b80,用预约吗,咱们用提前预约吗,1
c9f044e6-1bf8-11ea-9f75-e0d55e7e3b80,会不会早泄,早泄，和阳痿,0
c9f32962-1bf8-11ea-8a0f-e0d55e7e3b80,请问在么,你好，请问在吗,1
c9f1f149-1bf8-11ea-9c91-e0d55e7e3b80,你这医院在哪,你是什么医院,0
c9f1a411-1bf8-11ea-b406-e0d55e7e3b80,检查挂什么科,需要检查什么,0
c9f218cb-1bf8-11ea-a1e6-e0d55e7e3b80,有什么原因会引起呢,什么情况引起的,1
c9ef8204-1bf8-11ea-bff9-e0d55e7e3b80,可以啊！,可以的，,1
c9f4129c-1bf8-11ea-94e2-e0d55e7e3b80,做包皮一次多少钱？,把包皮做了需要多少钱？,1
c9f0bb7a-1bf8-11ea-93d6-e0d55e7e3b80,是要检查什么才知道,检查什么啊,1
c9efa91e-1bf8-11ea-b486-e0d55e7e3b80,要怎么检查,那这种检查怎么做呢,1
c9f1f130-1bf8-11ea-9aa6-e0d55e7e3b80,骗我怎么办,我这咋办,0
c9f4131f-1bf8-11ea-a225-e0d55e7e3b80,这个应该怎么治疗呢,那我应该怎么治疗啊,1
c9f15739-1bf8-11ea-a000-e0d55e7e3b80,这是什么病，需要怎么治疗。,需要怎么治疗呢？,0
c9f4af4e-1bf8-11ea-87c9-e0d55e7e3b80,请问做个包皮手术？多少钱,你好，包皮切除手术多少钱,1
c9f43b57-1bf8-11ea-bb96-e0d55e7e3b80,费用需要多少,做这些需要多少费用,1
cb05c782-1bf8-11ea-b4d6-e0d55e7e3b80,已经好几年了,都好几年了,1
c9f1a349-1bf8-11ea-b317-e0d55e7e3b80,这个属于什么,这个属于什么症状,0
c9f0e214-1bf8-11ea-8c44-e0d55e7e3b80,什么症状啊,症状一般是什么呀,1
cb05c72a-1bf8-11ea-939b-e0d55e7e3b80,龟头有几个红点,龟头有红点怎么回事,0
c9f06bb1-1bf8-11ea-87d0-e0d55e7e3b80,没有什么,没有什么作用,0
c9f4134b-1bf8-11ea-9b6b-e0d55e7e3b80,请问我这是什么引起的,那什么原因,1
c9f06c15-1bf8-11ea-b7fd-e0d55e7e3b80,阳痿早泄能治疗吗,看的早泄,0
cb0578da-1bf8-11ea-ac18-e0d55e7e3b80,你知道费用吧,你就说大概需要多少费用,1
c9eff6d3-1bf8-11ea-b1a7-e0d55e7e3b80,哦检查什么呢,那检查，要检查什么？,1
c9f10947-1bf8-11ea-a148-e0d55e7e3b80,嗯，那怎么治疗,怎么治疗呢还是,1
c9f3ebf1-1bf8-11ea-aef8-e0d55e7e3b80,你有QQ吗,我没有微信和QQ,0
c9f461fd-1bf8-11ea-8a70-e0d55e7e3b80,你好，包皮切除手术多少钱,包皮手术需要多少钱？,1
c9efa9b0-1bf8-11ea-b81f-e0d55e7e3b80,哦，用预约吗？,我可能先不预约,0
c9f17cf9-1bf8-11ea-8944-e0d55e7e3b80,手术要多少钱,这样的手术需多少钱啊,1
c9f0bacc-1bf8-11ea-a3fc-e0d55e7e3b80,这跟包皮有关系吗,对有包皮,0
c9f2b4b1-1bf8-11ea-8b26-e0d55e7e3b80,那我们应该怎么办呢,那这应该咋办啊,1
c9f093b8-1bf8-11ea-8fa1-e0d55e7e3b80,请问尿频尿急怎么回事,尿频，尿急,0
c9f093ad-1bf8-11ea-895b-e0d55e7e3b80,勃包皮可以做的吗,嗯，有包皮,0
c9f24073-1bf8-11ea-93b5-e0d55e7e3b80,只有去医院了吗,我等去医院吧,0
c9f2b447-1bf8-11ea-8e65-e0d55e7e3b80,哦，临床检查需要做什么？,需要做什么检查吗,0
c9f32961-1bf8-11ea-ad83-e0d55e7e3b80,挂号多少钱,那挂号多少钱,1
c9f24090-1bf8-11ea-8b1b-e0d55e7e3b80,这个。。。,就一次额。。。,0
c9f377fa-1bf8-11ea-a900-e0d55e7e3b80,龟头敏感怎么办啊,尤其是龟头敏感,0
c9ef5b32-1bf8-11ea-9178-e0d55e7e3b80,可以根治么,能根治吗,1
c9f3ebfd-1bf8-11ea-88af-e0d55e7e3b80,那需要怎么治疗呢？,早泄需要怎么治疗,0
c9f43b6f-1bf8-11ea-882e-e0d55e7e3b80,这个问题是什么引起的,是什么问题呢？,0
c9f1f18c-1bf8-11ea-9354-e0d55e7e3b80,那如何治疗呢？,那如果有如何治疗,1
c9f351db-1bf8-11ea-869b-e0d55e7e3b80,都检查什么,需要做什么检查,0
c9f04506-1bf8-11ea-a680-e0d55e7e3b80,有几年了,有一两年了,1
c9f0e1a7-1bf8-11ea-b70c-e0d55e7e3b80,怎么引起的呢,是怎么引起的,1
c9f43b0d-1bf8-11ea-9e4d-e0d55e7e3b80,早泄咋了,如果阳痿早泄了有办法治吗,0
c9efa8d6-1bf8-11ea-b72c-e0d55e7e3b80,药物治疗还是手术,药物治疗还是？,1
c9f35167-1bf8-11ea-9bdc-e0d55e7e3b80,有什么办法你说吧,有啥办法尼，,1
c9f06b9e-1bf8-11ea-ab13-e0d55e7e3b80,嗯，这是什么原因,请问是什么原因呢,1
c9f28e8a-1bf8-11ea-b4f1-e0d55e7e3b80,哦，多久恢复啊,术后多久恢复,0
c9f1a35f-1bf8-11ea-be4b-e0d55e7e3b80,我想咨询您一个问题,我想咨询两个问题,1
c9f044ef-1bf8-11ea-bcbf-e0d55e7e3b80,没几天，,有两天了吧,1
cb05ee72-1bf8-11ea-ba23-e0d55e7e3b80,会是什么问题,出现什么问题呢,1
c9eff767-1bf8-11ea-bfee-e0d55e7e3b80,那些医院了？,那个医院,1
c9f0e1cc-1bf8-11ea-a423-e0d55e7e3b80,手淫是什么,手淫是什么？,1
c9f15689-1bf8-11ea-9e7a-e0d55e7e3b80,那  基本都是大概多久能治愈,一般多长时间治愈,1
c9f3c62d-1bf8-11ea-827d-e0d55e7e3b80,看大概需要多少钱,做检查大概多少钱,0
c9f3025b-1bf8-11ea-b342-e0d55e7e3b80,4  5天了,3    5年了,1
c9f1a347-1bf8-11ea-9a7a-e0d55e7e3b80,好的，那需做什么检查呢？,想做个检查,0
c9f0e217-1bf8-11ea-a222-e0d55e7e3b80,包皮手术多少钱,包皮手术,0
c9f302cc-1bf8-11ea-8a9b-e0d55e7e3b80,阳痿早泄可以治吗,看的早泄,0
c9f0e1e3-1bf8-11ea-8496-e0d55e7e3b80,或者是包皮过长有关系吗,我有包皮过长,0
c9f2db29-1bf8-11ea-a7c9-e0d55e7e3b80,你们那里多少钱,你那里多少钱啊,1
c9f39f05-1bf8-11ea-bf47-e0d55e7e3b80,体检大概费用是多少,一般检查费用是多少钱,0
c9f17c8d-1bf8-11ea-a863-e0d55e7e3b80,检查要多少钱。,检查要花多少钱？,1
c9f108de-1bf8-11ea-8001-e0d55e7e3b80,那需要怎么治疗啊,怎么能治疗,1
c9f41292-1bf8-11ea-9ede-e0d55e7e3b80,阴囊潮湿是什么呀？,阴囊挺潮湿,0
c9f15769-1bf8-11ea-b54b-e0d55e7e3b80,那我现在该怎么办,那怎么办，,1
c9eff6b9-1bf8-11ea-82c1-e0d55e7e3b80,你们医院在哪里,你们医院在什么位置,1
c9ef8231-1bf8-11ea-80a6-e0d55e7e3b80,怎么能治疗啊,这个怎么治疗呢？,1
cb05a010-1bf8-11ea-8e43-e0d55e7e3b80,这个是不是特严重啊,这个是不是啊,0
c9f2b4ae-1bf8-11ea-a859-e0d55e7e3b80,我就是想咨询一下,咨询一下，有点远,0
c9f17c9d-1bf8-11ea-8ab4-e0d55e7e3b80,这是怎么回事？,是怎么回事呢,1
c9f3ec4a-1bf8-11ea-a88e-e0d55e7e3b80,这几天出现的,就这几天吧,1
cb059fcc-1bf8-11ea-8374-e0d55e7e3b80,2分钟3分钟吧,1   2分钟吧,1
c9f2407a-1bf8-11ea-add9-e0d55e7e3b80,那我应该怎么办？,那我现在应该怎么办？,1
c9f15708-1bf8-11ea-aee0-e0d55e7e3b80,阴囊潮湿吃什么药,只有阴囊潮湿,0
c9f093d9-1bf8-11ea-85f6-e0d55e7e3b80,那个手术大概得多少钱,手术多少钱,1
c9f1089d-1bf8-11ea-b03c-e0d55e7e3b80,你们医院在那里,你们医院在哪里啊？,1
c9f240a6-1bf8-11ea-a512-e0d55e7e3b80,包皮过长什么影响,是包皮过长,0
c9f044bb-1bf8-11ea-807d-e0d55e7e3b80,哦检查什么呢,要检查什么,1
c9f24098-1bf8-11ea-97c6-e0d55e7e3b80,这个需要吃药吗,需要吃药嘛 ？,1
c9f1a412-1bf8-11ea-9446-e0d55e7e3b80,向咨询一下,没有，我只是先咨询一下,1
cb059ff8-1bf8-11ea-aaa3-e0d55e7e3b80,什么都没有检查,都检查什么,0
c9f377d5-1bf8-11ea-8efe-e0d55e7e3b80,在桂林呢,在桂林呀,1
c9f378bc-1bf8-11ea-888d-e0d55e7e3b80,大概花多少钱呀,这个大概需要多少钱,1
c9f2186c-1bf8-11ea-a678-e0d55e7e3b80,那是在医院去？,在我们县医院，,0
c9f3c5f6-1bf8-11ea-9ff8-e0d55e7e3b80,阳痿早泄吗,早泄咋了,0
c9f41356-1bf8-11ea-b522-e0d55e7e3b80,请问精液检查一次多少钱,性功能检查多少钱,0
c9f06c5b-1bf8-11ea-a0bd-e0d55e7e3b80,我没做的,不是给你了,0
c9f0baf7-1bf8-11ea-afff-e0d55e7e3b80,是什么意思,这个是什么意思,1
cb057912-1bf8-11ea-ae9a-e0d55e7e3b80,费用大概要多少,费用一般多少,1
c9f1ca45-1bf8-11ea-85d0-e0d55e7e3b80,切包皮得多长时间,包皮去了，多长时间可以回复,0
c9f2dba1-1bf8-11ea-910c-e0d55e7e3b80,这个大概需要花多少钱？,大概要多少钱,1
c9f301f0-1bf8-11ea-9648-e0d55e7e3b80,这个怎么治疗,那这些怎么治疗,1
c9f17d0d-1bf8-11ea-bf1f-e0d55e7e3b80,吃药需要多久好啊,光吃药要多久才恢复,0
c9f1f1d9-1bf8-11ea-86d1-e0d55e7e3b80,做这个手术需要多少钱,这个需要手术吗？,0
c9f2183f-1bf8-11ea-840a-e0d55e7e3b80,啥是手淫,之前手淫频繁,0
c9f48953-1bf8-11ea-92b1-e0d55e7e3b80,这个大概需要多长时间恢复,恢复需要多久,1
c9f4d6d5-1bf8-11ea-95d2-e0d55e7e3b80,手淫引起的早泄好治疗吗,吃什么治疗阳痿早泄,0
c9f0e261-1bf8-11ea-abd0-e0d55e7e3b80,那应该怎么治疗呢？,怎么治疗啊？,1
c9f2b465-1bf8-11ea-9edc-e0d55e7e3b80,哪的吃药啊,主要是吃药是吧？,0
c9f13078-1bf8-11ea-90e8-e0d55e7e3b80,对啊，有啊,嗯嗯，是啊,1
c9f06bc9-1bf8-11ea-8fcb-e0d55e7e3b80,怎样治疗尼？,怎么能治疗啊,1
c9f0e190-1bf8-11ea-806c-e0d55e7e3b80,这个是什么情况,请问这是什么情况？,1
c9f10944-1bf8-11ea-90e6-e0d55e7e3b80,那吃点什么呀,哦，吃点什么药呢,0
c9efd042-1bf8-11ea-9047-e0d55e7e3b80,不严重 20,不是很严重,0
c9f3ec59-1bf8-11ea-b0d8-e0d55e7e3b80,那现在该怎么办啊,该怎么办?,1
c9f488d0-1bf8-11ea-9dde-e0d55e7e3b80,你好！我早泄吃什么药啊,早泄吃什么药,1
c9f10904-1bf8-11ea-a4b7-e0d55e7e3b80,那这种怎么治疗呢,这个要怎么治疗呢,1
c9f351cc-1bf8-11ea-947e-e0d55e7e3b80,血精怎么治疗呢,可能有前列腺炎，您怎么治疗,0
c9f3c68a-1bf8-11ea-bdd9-e0d55e7e3b80,一般费用多少啊？,一般费用多少,1
c9f0bb91-1bf8-11ea-aaf7-e0d55e7e3b80,你好，请问一下15岁小孩割包皮大概要多少钱？,你好，请问割包皮手术多少钱？,1
c9f4889d-1bf8-11ea-9a55-e0d55e7e3b80,嗯嗯，尿频尿急尿不出来,说尿尿很痛，都不敢尿尿了,0
c9ef5b58-1bf8-11ea-9301-e0d55e7e3b80,就是想问你,我就问你,1
c9f461b1-1bf8-11ea-a986-e0d55e7e3b80,包皮手术怎么收费,包皮手术价格多少？,1
c9f39fac-1bf8-11ea-b533-e0d55e7e3b80,没有什么原因,没有半月牙是什么原因,0
cb05c6d6-1bf8-11ea-9d66-e0d55e7e3b80,包皮没什么事，但想割,嗯，有包皮,0
c9f15698-1bf8-11ea-8e81-e0d55e7e3b80,这个是什么原因导致呢？,这什么原因引起的,1
c9ef5ad3-1bf8-11ea-bc0c-e0d55e7e3b80,这个是怎么引起的呢,这个怎么讲啊,0
c9f4af9f-1bf8-11ea-bff0-e0d55e7e3b80,你是男医生么,你是男医生还是女医生,1
c9f266de-1bf8-11ea-a5f7-e0d55e7e3b80,没有  上一次好像是一个多月前,是偶尔 不是每次   这样应该有半年了,0
c9efa8ea-1bf8-11ea-b04b-e0d55e7e3b80,做一台手术大概多少钱,手术费用大概多少钱,1
c9f41319-1bf8-11ea-b8f8-e0d55e7e3b80,大概治疗需要多长时间,大概治疗多久可以好呢,1
cb057969-1bf8-11ea-88b9-e0d55e7e3b80,阳痿还可以治疗吗,你们可以治疗早泄吗,0
c9f1a372-1bf8-11ea-952a-e0d55e7e3b80,6岁娃娃做包皮手术多少钱,包皮手术前后需要多少钱,1
c9f2186f-1bf8-11ea-a603-e0d55e7e3b80,阴囊潮湿是怎么回事,什么是阴囊潮湿呢？,0
c9f1ca86-1bf8-11ea-af99-e0d55e7e3b80,需要到医院吗,那家医院收,0
c9eff763-1bf8-11ea-b105-e0d55e7e3b80,如果阳痿早泄了有办法治吗,阳痿早泄吗,0
c9efd005-1bf8-11ea-8b0d-e0d55e7e3b80,就诊需要多长时间可以恢复,我说恢复需要多长时间,1
c9f23fff-1bf8-11ea-899b-e0d55e7e3b80,需要做什么检查吗？,那检查的需要做什么检查,1
c9ef5b4e-1bf8-11ea-8934-e0d55e7e3b80,嗯，什么原因呀,请问是什么原因呢,1
c9f266ee-1bf8-11ea-aec1-e0d55e7e3b80,那要怎么申请啊,那要怎么做,0
c9f32973-1bf8-11ea-90a3-e0d55e7e3b80,那这种怎么治疗呢,需要怎么治疗呢,1
c9f2b4cb-1bf8-11ea-a1d2-e0d55e7e3b80,那都需要做什么检查那,如果要检查都检查什么,0
cb05ee20-1bf8-11ea-a5d1-e0d55e7e3b80,可以预约你的号么？,用预约么,0
c9f3c5d9-1bf8-11ea-a31e-e0d55e7e3b80,女性怎么治疗,要治疗该怎么治疗,0
c9f48907-1bf8-11ea-9345-e0d55e7e3b80,具体怎么治疗,该怎么治疗呀？,1
c9f06bc8-1bf8-11ea-bfc6-e0d55e7e3b80,哦怎样治疗呢,怎么治疗的,1
c9f13027-1bf8-11ea-a8d5-e0d55e7e3b80,睾丸潮湿什么问题,睾丸潮湿,0
cb05c6fa-1bf8-11ea-876d-e0d55e7e3b80,这个得做啥检查啊,在哪检查啊,0
c9ef5b5f-1bf8-11ea-9763-e0d55e7e3b80,请问吃什么药呢,那吃什么药啊？,1
c9f0942b-1bf8-11ea-b5f2-e0d55e7e3b80,大概多少钱？,大概多少钱手术,0
c9f4128c-1bf8-11ea-8002-e0d55e7e3b80,会早泄么,来治疗早泄,0
c9f09411-1bf8-11ea-816f-e0d55e7e3b80,这种情况是怎么治疗的,这种情况，治疗要多久呢,0
