sentence,label,uuid
哦，好，明天去,确定联系意愿,E0130000002110028
大概多少钱一个流程呢？,咨询价格,E0130000002149008
明天加吧要睡觉了,确定联系意愿,E0130000002582019
今天身体突然痒的不行,描述症状,E0130000002670002
寻麻诊,咨询项目介绍,E0130000002704002
推荐一款？,无,E0130000002851022
坐地铁要在哪一个站下车？,咨询路线,E0130000002873038
那要验血才清楚是吗,咨询检查方式,E0130000002888041
我以前冷冻过，但没有效果,描述就诊史,E0130000002914010
用化妆品过敏导致脸部红肿脱皮怎么治疗啊,咨询治疗方式,E0130000002948003
有什么药可以吃好吗？,咨询药物,E0130000002956023
手掌脚也脱,描述症状,E0130000002983006
如果长期使用是不是不好,咨询副作用,E0130000002986013
您的意思是还是要去医院验血对吗,咨询检查方式,E0130000002992015
过敏源检测需要多少钱？,咨询检查价格,E0130000003028002
你好医生    我脚上首先长出一个逗逗  后来时间久了就越来越多  按着也不疼看着好恶心,描述症状,E0130000003070001
主要是手肘和小腿,描述症状,E0130000003142012
现在就觉得喉咙好像有气在顶着，这严重吗？,咨询危害,E0130000003159018
一般多久可以根治啊,咨询疗程,E0130000003169023
像图片上一样红一片很痒吃什么药可以治疗好,咨询药物,E0130000003245001
激光去掉的尖锐，里面是白色的浓，是属于真性还是假性的,咨询项目介绍,E0130000003330001
你们是用吃的药还是外用药来治疗的,咨询药物,E0130000003485034
嗯，好的！这样的话白天治疗晚上能上班吗？因为我现在在上夜班,咨询副作用,E0130000003490023
为什么我屁股周围和肚子下腹的皮肤为什么会变黑阿,咨询病因,E0130000003647003
有没有什么可以治疗的药可以寄给我呢，因为我没什么时间过去😭,咨询药物,E0130000003845020
晚上睡觉有点疼,描述症状,E0130000003893050
皮肤有点像鸡皮，全身骚痒,描述症状,E0130000004006001
我电话绑定微信,确定联系意愿,E0130000004083011
這1-2年,描述就诊史,E0130000004120011
身体痒,描述症状,E0130000004195014
我发图给你看,咨询微信,E0130000004294028
我放假去医院看看吧,确定联系意愿,E0130000004394028
你那个地址是在哪里？,咨询地址,E0130000004400062
嗯，，严重吗？不痛不痒的，没啥感觉啊,咨询危害,E0130000004489036
一摸就会痛,描述症状,E0130000004492005
我脸上淋巴位置这段时间总长痘痘这是为什么，以前年轻都没有,咨询病因,E0130000004787003
粉刺跟闭口一样吗,咨询项目介绍,E0130000004855004
不用，这不如去医院检查？,确定联系意愿,E0130000004894013
你说用药的方法给我，然后我看我用的跟你一样不，你看行吗,咨询药物,E0130000004978012
什么中药 会有副作用吗,咨询药物,E0130000005033020
那我长白头发是怎么回事,咨询病因,E0130000005101035
嗯嗯你们那个医院在哪里？,咨询地址,E0130000005101058
我就是打了点滴后手上期红点是怎么回事呢，也不是很多,咨询病因,E0130000005160003
到底哪个类型是高危型的,咨询项目介绍,E0130000005192020
你能说大慨是什么吗,咨询项目介绍,E0130000005199005
天气热了就感觉皮肤很痒,描述症状,E0130000005273011
4.24是有活动吗,咨询优惠活动,E0140000000094027
做手术风险大吗？,咨询副作用,E0140000000306002
你们这个活动有什么目的,咨询优惠活动,E0140000000335045
但没有具体检查,描述就诊史,E0140000000344005
一般检查完好久可以做手术？,咨询治疗方式,E0140000000350022
我是问哈现在多少钱,咨询价格,E0140000000360009
我婆婆已经在三甲医院检查，需要手术,描述就诊史,E0140000000373013
但是暂时没做细的检查,描述就诊史,E0140000000380016
请问你们是在六院对面那里吗？,咨询地址,E0140000000440015
张建明13648242221,确定联系意愿,E0140000000522016
我今年20岁，眼镜是700度，如果手术需要多长时间,咨询疗程,E0140000000538001
您好，请问今天刘健娣医生下午上班吗？我想等下来复查一下。,咨询上班时间,E0140000000546000
我现在就出发过来，我在上新街，坐什么车过来,咨询路线,E0140000000548006
好的  加了  谢谢你的解答。,确定联系意愿,E0140000000569061
那费用大概是怎样的,咨询价格,E0140000000579019
手术什么价格啊,咨询价格,E0140000000580014
30号几点都可以吗？,确定联系意愿,E0140000000586040
你好，我近视度数是450左右，散光100度左右，适合哪一种呢,咨询治疗方式,E0140000000594001
玻璃体混浊,描述症状,E0140000000611004
三岁多点 可以做散瞳吗,咨询项目介绍,E0140000000638022
我买蒸汽眼罩是，近视求前用好还是求后啊,无,E0140000000642002
我想问下 学生 最近来做手术有什么优惠？,咨询优惠活动,E0140000000682001
可以来看了再来网上预约撒,确定联系意愿,E0140000000744042
近视300度  还能做手术么,咨询治疗方式,E0140000000802001
好的谢谢 那我暂时不忙预约 明天确定了在预约,确定联系意愿,E0140000000811018
周日可以预约吗？,确定联系意愿,E0140000000928017
检查事项是哪些,咨询检查方式,E0140000000932051
遗传性疾病，目前没有办法治疗,无,E0140000000962006
哦 我还以为都是2天就可以恢复呢,咨询恢复期,E0140000000992009
你说的激光是多少钱,咨询价格,E0140000000994013
我这边离得近 二十分钟就到了。,无,E0140000001006030
飞蚊症怎么治,咨询治疗方式,E0140000001022001
我是在想现在很多近视手术都会在年龄增大后如果眼睛经受剧烈撞击晶体会脱落,咨询副作用,E0140000001085069
包括手术费吗？,咨询价格,E0140000001092018
现在手术是怎样的手术呢，,咨询治疗方式,E0140000001109008
我是想做近视手术,咨询项目介绍,E0140000001110014
一般采取什么方式呢,咨询治疗方式,E0140000001111004
成年人不需要散瞳了吧？,咨询检查方式,E0140000001135015
我想知道我这种情况有必要手术没有,咨询治疗方式,E0140000001135018
做了手术多久恢复,咨询恢复期,E0140000001135032
免费检查和手术减免,咨询优惠活动,E0140000001143032
哪个激光也是做了就好了 对吗。以后老了 不影响撒,咨询副作用,E0140000001210061
等我明天复检了我再告诉你结果吧！谢谢,确定联系意愿,E0140000001225011
这个成功率达到百分之几啊,咨询疗效,E0140000001271019
做了近视手术后会有后遗症吗,咨询副作用,E0140000001328001
一般都是哪种了,无,E0140000001328074
我这个大概是个什么情况呢,咨询项目介绍,E0140000001373018
要得，我叫许敏轩，女，手机号是，18983558106,确定联系意愿,E0140000001486028
ICL是不是可以回逆的手术？,咨询治疗方式,E0140000001556019
半飞秒多少钱？,咨询价格,E0140000001595001
那来南坪爱尔眼科动手术呢,确定联系意愿,E0140000001604023
最近有什么本活动,咨询优惠活动,E0140000001647004
镜片厚吗？,无,E0140000001659036
可不可以预约观音桥这家嘛,确定联系意愿,E0140000001672043
辜鸿铭18523161576,确定联系意愿,E0140000001698026
近视一只600，一只700度眼睛，手术费用大概是多少,咨询价格,E0140000001777001
我想捐献一个眼角膜，有回报吗？,无,E0140000001792001
可以免费看眼睛的度数吗,咨询优惠活动,E0140000001798001
15213180980张珍英,确定联系意愿,E0140000001844037
弱视，16岁还能治吗,咨询项目介绍,E0140000001860001
活动怎么参加,咨询优惠活动,E0140000001894002
请问五个月大的小孩能做泪道插管手术吗？,咨询治疗方式,E0140000001976002
做白内障手术是否花钱？,咨询价格,E0140000001982001
激光手术做了眼睛变形不,咨询副作用,E0140000002017018
那好吧因为我现在很忙吧上班也没有时间等我有时间了我找你约来检查,确定联系意愿,E0140000002017098
说是可以免很多费用吗,咨询优惠活动,E0140000002031029
我可以去观音桥那个爱尔眼科医院吗？,咨询公司介绍,E0140000002127024
都好久了啊,描述就诊史,E0140000002136031
你们跟江北那边的爱尔眼科是一家吗？,咨询公司介绍,E0140000002173006
我准备过来,确定联系意愿,E0140000002195015
一般多少费用嘛,咨询价格,E0140000002257035
谢谢你了，上面有你的电话，我再联系你,确定联系意愿,E0140000002330042
我今年己48岁了，近视800度，能做手术吗？,咨询治疗方式,E0140000002337001
600度能做吗,咨询项目介绍,E0140000002345017
是不是没有那个飞秒激光恢复得好，没有那个安全呢？,咨询副作用,E0140000002402021
爱尔眼科就南坪有吗,咨询地址,E0140000002403008
周末有专家在吗,咨询上班时间,E0140000002474021
王玲、53、13638243399,确定联系意愿,E0140000002488008
验光有哪些检查步骤呢,咨询检查方式,E0140000002503004
有她的电话吗？,咨询电话,E0140000002526009
会不会是什么眼疾？？,咨询项目介绍,E0140000002553014
那你把我弄成五折优惠其实也只少了千把块钱,咨询优惠活动,E0140000002554034
一般手术耽搁多久,咨询疗程,E0140000002615025
刘充逸18290401118,确定联系意愿,E0140000002636029
占时没时间，如有到时联系,确定联系意愿,E0140000002637019
不知道，没有测试,描述就诊史,E0140000002663009
恩，，，我一般周六和周日都要上班，只有看1-5 有时间没有。,确定联系意愿,E0140000002674023
这个塑形镜,无,E0140000002700040
白天可以取掉眼镜吗,无,E0140000002750004
我做了眼表手术，大概多久能好久恢复视力？,咨询恢复期,E0140000002789005
我老婆电话联系你，我不清楚病人信息,确定联系意愿,E0140000002831033
堵了咋办呢,咨询治疗方式,E0140000002847010
噢噢，好的，去医院需要做什么检查呢,咨询检查方式,E0140000002847019
你们在重庆哪里啊,咨询地址,E0140000002876011
你们医院还在重庆呢，而我在北京呢,无,E0140000002882016
度数300-400左右,描述症状,E0140000002920007
近视手术要花多少钱,咨询价格,E0140000002925001
是不是任何手术都报账,咨询支付方式,E0140000002940013
近视7.800度可以做手术吗,咨询治疗方式,E0140000003063002
这个手术有风险吗,咨询副作用,E0140000003069036
我还是很怕,无,E0140000003073035
哦，有优惠活动没得呀,咨询优惠活动,E0140000003165004
你们早上好久上班,咨询上班时间,E0140000003185025
眼压高，一直是贺教授就诊,描述就诊史,E0140000003189009
你好小孩的能资讯吗,无,E0140000003228001
飞秒多少,咨询价格,E0140000003235001
不影响上班吗，上班都对电脑,咨询副作用,E0140000003277086
好的，过了年再去,确定联系意愿,E0140000003299014
看我明天下午3点半以前赶的到不,确定联系意愿,E0140000003311045
需要多长时间和多少费用呢？,咨询价格,E0140000003328009
我是学生，能优惠不呀,咨询优惠活动,E0140000003388007
嗯 全部下来 大概准备多少钱,咨询价格,E0140000003414013
近视眼怎么恢复,咨询治疗方式,E0140000003447001
是不是我晚上用了，白天可以不用带眼镜了,无,E0140000003458006
我小孩一岁十个月，这几天有一只眼睛老流眼泪，不红不肿,描述就诊史,E0140000003461003
廖辉燕 13648369811,确定联系意愿,E0140000003490040
我9.00要交手机,无,E0140000003544020
嗯，风险是多大,咨询副作用,E0140000003566012
你们三种手术的价格是多少，检查费是多少,咨询价格,E0140000003627007
术后检查分为几期？,咨询检查方式,E0140000003636037
我们现在是准备回重庆找专业的眼科医院,咨询公司介绍,E0140000003655020
堵住的感觉，才几天,描述就诊史,E0150000000018003
老是打噴涕，流鼻涕是怎么啦,咨询病因,E0150000000089003
今天还不停的打喷嚏,描述症状,E0150000000134014
慢性鼻炎可以治疗吗？,咨询项目介绍,E0150000000235003
那请问贵医院地址是什么呢？,咨询地址,E0150000000415021
我们在当地做耳内镜说是中耳炎,描述就诊史,E0150000000432007
我就是想咨询哈    可以手术么,咨询治疗方式,E0150000000446011
您们医保科电话有吗？,咨询电话,E0150000000495011
做了鼻子等离子手术还是鼻塞，交替鼻塞,描述就诊史,E0150000000564003
咽喉炎咋治,咨询治疗方式,E0150000000566001
开刀?,咨询治疗方式,E0150000000645020
耳朵里面为什么痒得很,咨询病因,E0150000000728001
微创手术一般费用要多少,咨询价格,E0150000000786032
今天输液还是痛,描述就诊史,E0150000000878009
15884933364我的微信,确定联系意愿,E0150000000902025
鼻子尖痒怎么回事啊,咨询病因,E0150000001014001
发现鼻子上侧骨头好像有点错位的感觉是什么回事,咨询病因,E0150000001044006
专家号贵吗？,咨询价格,E0150000001135043
请问刘医生，我在三道堰，到你们医院怎么走,咨询路线,E0150000001156001
脑膜炎导致的神经性耳聋可以恢复吗,咨询疗效,E0150000001179003
那该如何用药？,咨询药物,E0150000001317016
医生你好！我经常耳朵嗡嗡响是啥原因呢？,咨询病因,E0150000001322001
我征求下老人的意见，看何时过来。,确定联系意愿,E0150000001457016
过敏性鼻炎吃什么药,咨询药物,E0150000001509001
那请问李医生要如何治疗最好呢？,咨询治疗方式,E0150000001525004
有个郭什么先老师星期几在呢,咨询上班时间,E0150000001537004
5.1上班吗,咨询上班时间,E0150000001560026
在哪里，有多远,咨询地址,E0150000001742035
请问我小孩一打喷嚏就爱流鼻血是怎么回事,咨询病因,E0150000002015001
上面说的就是鼻甲肥大  我想问一下有没有必要做手术,咨询治疗方式,E0150000002154010
那现在这种情况，该吃哪些药，吃哪些水果食品好呢，用盐水洗鼻子可以不。,咨询治疗方式,E0150000002219013
在川北医学院住院一个疗程，没有任何效果,描述就诊史,E0150000002306016
张医生你好我是今天上午来检查的瞿长艳，请问检查回来鼻子出血正常吗,描述就诊史,E0150000002388001
重要西药感觉效果都不咋地,咨询药物,E0150000002465011
你们是成都什么地方吗。,咨询地址,E0150000002493012
可以治疗声带麻痹嘛,咨询项目介绍,E0150000002505002
慢性咽炎好治吗,咨询项目介绍,E0150000002558005
不是不舒服，是右耳听不见了，可以治得好不,咨询疗效,E0150000002574004
在青海看的,描述就诊史,E0150000002597014
我这段时间鼻子出了点血，有两次了，从来没有过，怎么回事？,咨询病因,E0150000002731001
去年十一月吧,描述就诊史,E0150000002795007
鼻孔觉得很干，堵塞！今天中午睡了会儿觉，起来吐口水就有血，喉咙也不舒服，我觉得跟鼻炎有关系！,咨询病因,E0150000002851006
我这个情况大概需要多少钱嘛，,咨询价格,E0150000002889015
我们家女儿五岁了鼻炎治不好怎么办,咨询治疗方式,E0150000002891001
治疗鼻炎你们可以报医保么,咨询支付方式,E0150000003087002
我只想咨询腺样体肥大有什么好办法 不要手术,咨询治疗方式,E0150000003091036
不需要麻药那种？,咨询麻醉,E0150000003279046
以前得过中耳炎,描述就诊史,E0150000003322012
他需要用药物治疗吗,咨询治疗方式,E0150000003368021
我咳嗽有没有影响,咨询危害,E0150000003411017
半个小时，12岁,描述就诊史,E0150000003539003
慢性鼻窦炎可以根治吗,咨询疗效,E0150000003543001
咽炎？？？,咨询项目介绍,E0150000003572010
不用麻烦的，你能告诉我买什么药就好了,咨询药物,E0150000003603020
你好医生，我小孩5岁最近几天发觉鼻腔内很红是怎么回事,咨询病因,E0150000003627002
是药的副作用吗？,咨询药物,E0150000003715027
我耳朵有半年了耳朵有叫声，别人说话能听见，听不清楚，过一会儿仔细听也能听见，,描述就诊史,E0150000003757003
应该做些什么检查呢,咨询检查方式,E0150000003774009
成都儿童医院在哪个位置呢,咨询地址,E0150000003846010
这个是吃药还是要手术？,咨询治疗方式,E0150000004026013
昨天好了的，今天又开始了,描述就诊史,E0150000004028008
女儿鼻梁骨歪了倾斜，引发双侧鼻斗炎，是否要动手术纠正鼻骨,咨询治疗方式,E0150000004057002
公立，私立？,咨询公立私立,E0150000004073005
我从都江堰市过来怎么走,咨询路线,E0150000004081016
过敏性鼻炎可以查过敏源是吗,咨询检查方式,E0150000004089009
三天左右，之前以为是感冒，伴有咳嗽。现在咳嗽好了，鼻塞今天有点严重,描述就诊史,E0150000004128005
不是  以前是经常  有几年没有流了  就昨天开始的,描述就诊史,E0150000004133004
鱼刺卡了危险吗？,咨询危害,E0150000004185006
通窍鼻炎ke l,咨询药物,E0150000004242012
明天不行，到时候抽空来咨询一下，要提前预约挂号不啊,确定联系意愿,E0150000004298019
好请问一下医生是怎么回事严重吗？,咨询危害,E0150000004300012
他天天上班吗,咨询上班时间,E0150000004325006
下过星期一有医生哼,咨询上班时间,E0150000004340006
微信跟这有区别吗……,确定联系意愿,E0160000000043027
那能告诉我用点什么药吗？不行的话再去医院,咨询药物,E0160000000164022
医院🏥需要手术预约吗,确定联系意愿,E0160000000182029
肛门口肿疼，放药栓都疼是怎么回事,咨询病因,E0160000000227004
有半个月，五六天一次,描述就诊史,E0160000000244027
我想知道痔疮犯了  大便时出血有血块怎么回事,咨询病因,E0160000000280002
我肚子左边经常时不时的疼,描述症状,E0160000000351002
你好，我想问一下我老公大便时有血一样的东西是怎么回事,咨询病因,E0160000000355003
肛门镜多少钱,咨询检查价格,E0160000000365037
男，35，自小就有,描述就诊史,E0160000000395007
软的有点细,描述症状,E0160000000438014
我不知道我这是不是痔疮,咨询项目介绍,E0160000000452015
大便出血怎么引起的,咨询病因,E0160000000459002
谢谢您的耐心讲解，我下周过去。,确定联系意愿,E0160000000465055
先不用预约了，我有时间直接去吧,确定联系意愿,E0160000000479071
大夫拿了几盒整肠生，四神丸，补脾益肠，吃了几天，效果也不太好,描述就诊史,E0160000000494028
里面有疙瘩吗,咨询项目介绍,E0160000000534014
今天上厕所大便拉血  怎么回事,咨询病因,E0160000000557001
女的 五十多,无,E0160000000572033
长在肛门后面，米粒大小,描述症状,E0160000000576013
啊哦 我没微信的,确定联系意愿,E0160000000588024
这种情况吃什么药比较好,咨询药物,E0160000000627013
就是熏洗加一个换药一共310,描述就诊史,E0160000000679015
每次想去排便，排不出来,描述症状,E0160000000695021
不用了，过两天再看看,确定联系意愿,E0160000000773050
成，下来我找老人说说，抽空尽快过去检查一下,确定联系意愿,E0160000000826032
做这个检查难受吗,咨询疼痛程度,E0160000000867026
检查，治疗？,咨询治疗方式,E0160000000883030
咱们这个医院是不是正规的？不是私人医院吧？,咨询公立私立,E0160000000926020
这两天有点干,描述就诊史,E0160000000976019
行，有空我去你们那看看,确定联系意愿,E0160000001039034
就是说比如，花了100元，退70元，对吗？,咨询优惠活动,E0160000001079124
从肛门里施出的,描述症状,E0160000001089015
我打算先看看再说   在过段时间   因为现在感觉不是很严重,确定联系意愿,E0160000001093040
那还能治吗？,咨询项目介绍,E0160000001095018
不住院不是不能报销那样是不是费用高，所以我想问下不住院大概费用多少,咨询价格,E0160000001102041
我要带着多少钱去,咨询价格,E0160000001102044
45元宝可肠道清理和镜检什么的吗？,咨询检查价格,E0160000001114015
那如果住院手术治疗呢,咨询治疗方式,E0160000001115029
您电话，多少？,咨询电话,E0160000001115070
前几年在你们那里做过前突,描述就诊史,E0160000001183013
有，这两天擦的时候有血,描述就诊史,E0160000001191012
是的在保定,无,E0160000001216032
有时间去你们医院🏥,确定联系意愿,E0160000001218023
做个肛镜，还有指检,咨询检查方式,E0160000001237009
我过几天看看，我要是还不好的话我就去你院检查一下肠胃,确定联系意愿,E0160000001238043
想问下作肠镜检查费用高吗？,咨询检查价格,E0160000001253005
你们保定东大肛肠医院的地址在哪里,咨询地址,E0160000001264002
好的，在东二环？,咨询地址,E0160000001298038
有必要每年检查吗？,无,E0160000001328017
在慈惠体检,描述就诊史,E0160000001394005
女性，四十了有半年左右了,描述就诊史,E0160000001442002
检查前不能吃饭吗？,咨询注意事项,E0160000001539048
便秘好多年了,描述就诊史,E0160000001557012
有时间我过去检查,确定联系意愿,E0160000001562051
我做了C呼吸检查，螺杆菌阳性两个十号，请问医生吃什么药？,咨询药物,E0160000001577003
好吧你们医院址在那？,咨询地址,E0160000001577029
舌头发白舌头两边全是坑坑,描述症状,E0160000001580032
那我明白了，我就直接去医院就对了是吧,确定联系意愿,E0160000001581070
行吧，谢谢医生了，早点休息,无,E0160000001594028
是的，吃啥药一开始效果还行，时间长了就不行了,描述就诊史,E0160000001618017
我们还在上课，13号才放假呢,确定联系意愿,E0160000001618041
如果是血的话 怎么办呢,咨询治疗方式,E0160000001629009
那您建议她做什么检查呢,咨询检查方式,E0160000001679027
它出血的原因是啥,咨询病因,E0160000001684026
你们那怎么手术,咨询治疗方式,E0160000001719015
我只是想知道痔疮是怎么引起的,咨询病因,E0160000001727005
最近总是感到大便比较干燥,描述症状,E0160000001858018
我小腹拉扯一样的涨痛，是怎么回事,咨询病因,E0160000001901004
你是说有还是返,无,E0160000001908012
结肠炎针久能好吗,咨询疗效,E0160000001981000
好的，谢谢。不过我现在不在河北，所以需要得等我回去之后才能去检查,确定联系意愿,E0160000001985033
今用镜子照了一下，就是外围有点肿痛感,描述症状,E0160000001999031
我现在胃疼,描述症状,E0160000002016026
他在外地上学呢,无,E0160000002022055
这费用的问题多少呀,咨询价格,E0160000002032022
你像那会儿做的手术，他们是不是高位媵少见,描述就诊史,E0160000002070022
如果不上厕所，就十多天，甚至二十天都没厕所的感觉，但是肚子鼓鼓的，硬硬的,描述症状,E0160000002086012
今天我上厕所也拉不出来肛门也痛,描述症状,E0160000002177004
听说过 痔疮,咨询项目介绍,E0160000002180012
我下班再加你、,确定联系意愿,E0170000000029031
麻烦问一下距门齿39cm见橘红色岛状黏膜这个怎么治疗呢,咨询治疗方式,E0170000000108003
就是这两天经常,描述就诊史,E0170000000137010
因为在家检查的单子，想拍照给你们看看严不严重,描述就诊史,E0170000000153007
才会痛的,描述症状,E0170000000182012
最近早餐和中午饭老是不想吃，是胃不好吗？,咨询病因,E0170000000195002
很小的时候有过十二指肠溃疡,描述就诊史,E0170000000200012
我想请问一次如果去做检查，是否要做胃镜？,咨询检查方式,E0170000000209020
好少用,无,E0170000000225022
想问下，那个医院好点,咨询公司介绍,E0170000000287017
二年了，25岁了，男,描述就诊史,E0170000000303005
做完就吃了避孕药,描述就诊史,E0170000000382001
晚点给你看看,确定联系意愿,E0170000000440031
我女朋友最近老是反呕是什么原因？,咨询病因,E0170000000488002
这么久了，是不是有什么问题,咨询项目介绍,E0170000000599019
雷贝，半托这内药,咨询药物,E0170000000613015
我想问直肠息肉0.2，严重吗？,咨询危害,E0170000000616004
荔湾区哪里,咨询地址,E0170000000619012
那其他药物可以的吗？,咨询药物,E0170000000630013
这是怎么了？？？,咨询病因,E0170000000634006
要什么药品,咨询药物,E0170000000646019
所以想问下，怎么检查能确定下来是不是胃食管反流,咨询检查方式,E0170000000721006
我在7月份在我这边医院住院检查，检查出凝血功能障碍，医生怕会影响到出血，所以就没做肠镜和胃镜,描述就诊史,E0170000000766016
你好大便有血什么原因,咨询病因,E0170000000807001
老人胃酸过多，每日都会有两三次因为胃酸呕吐的现象，用什么药好？,咨询药物,E0170000000919002
还有一个什么发膜䏲叮吧，不知道是不是这个名称,无,E0170000000919011
把那个你们这个医院是国企的，还是私人的？,咨询公立私立,E0170000000958022
明天有医生出诊是吗,咨询上班时间,E0170000000958034
您好大便刚出来的半截是黑的怎么回事,咨询病因,E0170000000961002
没有   25   女,无,E0170000000978005
胃病请问挂什么科呀？,无,E0170000001018004
请问医生吃什么药效果好点，要吃多久,咨询药物,E0170000001034011
胃痛跟每天晚上很晚睡觉，有关系吗？,咨询病因,E0170000001038001
暂时可以吃点什么药呢,咨询药物,E0170000001110026
嗯嗯，那这种情况严重吗？,咨询危害,E0170000001137022
我去年8月份照胃镜有慢性浅表炎,描述就诊史,E0170000001170010
能不能看的好啊,咨询疗效,E0170000001208014
𣎴会引起胃癌,无,E0170000001369020
螺旋杆菌高到1270怎样治疗,咨询治疗方式,E0170000001451000
离同和远吗？,咨询地址,E0170000001470004
能加个微信吗，我给你发图片，你帮我看看，谢谢医生了,咨询微信,E0170000001580013
这样吗？那么奥美拉唑  枸橼酸 胃苏,咨询药物,E0170000001605016
类似这样的 怕会有其他情况,咨询危害,E0170000001605036
哦！来你们医院做无痛胃镜要多少钱？,咨询检查价格,E0170000001607008
那么还需要验大便嘛,咨询检查方式,E0170000001676021
70岁老人打隔？？是什么原因？,咨询病因,E0170000001728002
3岁小孩有幽门螺杆菌，值为28,描述症状,E0170000001729002
这种情况 有几个月了,描述就诊史,E0170000001812003
我儿子肠子里长羊子，天天肚子痛要怎么搞啊,咨询治疗方式,E0170000001816003
胃痛吃什西药好,咨询药物,E0170000001835002
这种情况做胃镜还是B超,咨询检查方式,E0170000001840053
还有一种是呼吸式检查,咨询检查方式,E0170000001891010
又口苦，口干。又烧心。,描述症状,E0170000001929048
做无痛胃镜要多少钱,咨询检查价格,E0170000002076005
请问你觉得医生给我开的药可以吗,咨询药物,E0170000002102031
那需要做肠镜检查吗,咨询检查方式,E0170000002255026
她现在就是没胃口吃东西就有点烦,描述症状,E0170000002378018
我经常睡觉翻身的时候内脏好痛为什么,咨询病因,E0170000002504005
关键是好怕检查出癌症啊，检查出其他问题还好,无,E0170000002554023
手脚都是发抖的,描述症状,E0170000002554030
吐出血丝问题大不,咨询危害,E0170000002627002
老是先胀，是怎么的,咨询病因,E0170000002704002
幽门罗丝困意吃什么药呢你可以告诉我吗,咨询药物,E0170000002769042
胃镜，验血，b超,描述就诊史,E0170000002885008
三个疗程了，每次药不一样，,描述就诊史,E0170000002888027
主任医生，求主任医生了。,无,E0170000002889036
什么慢性胃炎,咨询项目介绍,E0170000002903006
宝宝没有发烧可以喝保剂口服液吗,咨询药物,E0170000002971001
为什么吃完就想吐,咨询病因,E0170000003044001
如果继续下去会怎么样,咨询危害,E0170000003064011
胃寒呕吐酸水吃什么药,咨询药物,E0170000003070001
今天又拍cT啦，又说没事,描述就诊史,E0170000003197030
去花都医院叫做肠镜，因为我上班不放便,描述就诊史,E0170000003288013
你好，我好像有幽门螺杆菌，我应该怎么办？,咨询治疗方式,E0170000003355002
您的电话号码是多少，我在这上面也说不好了,咨询电话,E0170000003360006
食欲不好，有一点反酸，，还有一点拉肚子,描述症状,E0170000003412017
医生你好超声肠胃检查需要多少钱啊？,咨询检查价格,E0170000003434002
无痛胃肠镜呢？,咨询检查方式,E0170000003434004
这个病问题大吗,咨询危害,E0170000003464020
好，18003085593,确定联系意愿,E0170000003542019
急性肠胃炎总是腹泻,描述症状,E0170000003550009
像这样情况买什么药冶疗才好,咨询药物,E0170000003640015
我只有等她哭的时候才能拍下图片,无,E0180000000153017
很久之前就有了,描述就诊史,E0180000000174005
16岁大概半年,描述就诊史,E0180000000253009
一个单位面积是多少钱,咨询价格,E0180000000285024
黑色胎记容易致癌？,咨询危害,E0180000000415003
请问这是三甲医院吗？,咨询公立私立,E0180000000452003
医生，我给你说，这个长了胎记的一边脸都有点小了，胎记打了以后脸会不会恢复正常,咨询疗效,E0180000000477020
13662912680我的微信,确定联系意愿,E0180000000481018
我就怕治疗了没效果，你们又没保障，到时候还不是浪费钱,咨询疗效,E0180000000642017
绿色纹身几次可以干净,咨询疗程,E0180000000758002
没有一直不变，不注意还看不到,描述症状,E0180000000808014
如果真的治好会非常感谢你们的,咨询疗效,E0180000000847015
获得性太田痣,描述症状,E0180000000877009
满背纹身可以去掉吗,咨询项目介绍,E0180000000907003
所以明天一早我们从自贡上来尽量早点到,确定联系意愿,E0180000000954013
没有医生说可以能是胎记，我才生10天,描述就诊史,E0180000001003012
一般要做几次才能干净,咨询疗程,E0180000001048007
我刚刚加了微信，发了照片，帮我看一下,确定联系意愿,E0180000001185015
您好！我外孙子肚子才出生18天，我们发现他肚子上有一块指甲大的红记，应该是胎记吧？这种应该没有问题吧？谢谢,咨询危害,E0180000001226003
你介绍下治疗方法和效果,咨询治疗方式,E0180000001297024
新生儿出来上下唇有血管瘤怎么办,咨询治疗方式,E0180000001337003
用激光治疗是不是会留疤,咨询留疤,E0180000001445012
1个月女孩出生是有一片红的后来长突出皮面,描述症状,E0180000001594007
请问咖啡斑可以治疗吗？,咨询项目介绍,E0180000001602003
头部血管有时昌赵起了痛是什么原因呢,咨询病因,E0180000001719003
5个月，皮肤是光滑的，在左手的中指节上有个包,描述症状,E0180000001722010
对，可以消除吗。,咨询疗效,E0180000001752017
听说有人做了会加深呢,咨询副作用,E0180000001764010
有没有什么药物能表面去除的,咨询药物,E0180000001856036
您有微信吗  我可以加你哦 发图片给您看,咨询微信,E0180000001882023
鲜红斑痣会有慢慢消退的可能吗,咨询项目介绍,E0180000001958011
出生时就有     现在快两个月了    是女孩,描述就诊史,E0180000001965006
手机没微信,确定联系意愿,E0180000001970017
婴儿头后面很红,描述症状,E0180000001995005
你们是锦江区人民医院是吗,咨询公司介绍,E0180000002074015
洗完纹身一般多久恢复呢,咨询恢复期,E0180000002103003
我还以为只能懂事了才能做呢？,咨询项目介绍,E0180000002251028
微信:15756812430,确定联系意愿,E0180000002272016
说的这些不太懂，就是能治好吧？,咨询疗效,E0180000002351017
请问舌根血管瘤有生命危险吗,咨询危害,E0180000002481008
我想挂个号请医生看看,确定联系意愿,E0180000002588011
帮我看看这个是胎记吗,咨询项目介绍,E0180000002693003
你们这治疗要好多钱,咨询价格,E0180000002743021
