sentence,intention
47岁，不是天天有，大概一周有一次,描述频率
吃啥药好呐？29,咨询药物
你那是哪个医院啊,咨询公司介绍
晚上睡觉老出汗怎么会事,咨询病因
qq：16060852,确定联系意愿
割包皮大概几天可以去上班,咨询治愈时长
有没有吃什么药能好转呢??因为我是外籍人士，去医院很麻烦所以我想看能不能去药局买药就好了,咨询药物
那你们医院能达到三甲吗,咨询公立私立
我身上有虱子衣服上都是怎么办,咨询治疗方式
一般治疗了能恢复多长时间做的时候,咨询治愈时长
会多?和大,无
一周2次，从初中开始的,描述频率
你医院个人是国营,咨询公立私立
是不需要手术,咨询治疗方式
以前一周一次遗精?有的时候没有,描述频率
你几点下班啊,咨询上班时间
你有没有微信，我加您吧,咨询微信
你是男医么,无
好像不能吃辣的，越吃辣的越严重。,描述症状
你们医院在那,咨询地址
恢复好了，还能好好做爱吗,咨询疗效
嗯，你给我打吧,确定联系意愿
好几个月了,无
10天,无
食补可以嘛,咨询食疗
包皮手术的费用是多少，回复需要多长时间,咨询价格
用什么药,咨询药物
魏医生你好?我姓林,无
每个医生都特别会说,无
如果做脱敏治疗脸上要多少钱大概,咨询价格
北京哪个医院可以检查,咨询公司介绍
请问这位同学，您是泌尿生殖专业么？,咨询专家
再说私利医院也不好啊,咨询公立私立
我在都需要做什么检查呢,咨询检查
断断续续的,无
那是什么原因呢,咨询病因
您好，北京曙光医院是三甲医院吗？,咨询公立私立
去你们医院怎么走,咨询路线
怎么能控制射精呢,咨询治疗方式
在车上，不方便,无
检查得多少钱,咨询价格
有啥影响吗,咨询后果
我去的三甲医院检查的,描述就诊史
当天做完第二天一般能正常上班么,咨询治愈时长
方便不了，上班呢,无
对，吃消炎药就管用,描述就诊史
QQ465500885,确定联系意愿
就是不能喝酒呗,咨询食疗
加您微信吧,咨询微信
别吓我,描述情绪
你那叫什么医院,咨询公司介绍
手机尾号里面有两个3,无
吃药能信你,无
你觉得去公立医院看好还是私立医院好？,咨询公司介绍
有你联系方式哇,确定联系意愿
和女人内裤弄了会传染病吗,咨询传染
我刚才那个人，治疗的话需要多长时间,咨询治愈时长
1399218****微信号,确定联系意愿
能治疗好吗,咨询疗效
qq344360710,确定联系意愿
能告诉我从检查到挂号，手术，术后恢复，复查，换药一共需要多少吗,咨询价格
早上不会晨脖怎么回事,咨询病因
好的，请问你们晚上上班吗？,咨询上班时间
那得做啥检查呀,咨询检查
发一下微信呗,咨询微信
我就是想问问价钱啊,咨询价格
打我电话,确定联系意愿
吃什么药好使,咨询药物
怎么坐车去你们哪里,咨询路线
2758853005我的qq,确定联系意愿
现在上班呢，不方便拍照,无
见过黑的?没见过你们医院这么黑的??就这样还开医院??真特么丧良心,无
那你是医生吗,咨询专家
1821108****他的电话这个,确定联系意愿
1次,描述频率
3月24号左右检查的,描述就诊史
夜里上班白天睡觉,无
吃啥药？,咨询药物
QQ811575614,确定联系意愿
杭州虹桥医院,无
那吃消炎药行么,咨询药物
3257331964?QQ,确定联系意愿
那我是怎么回事呢,咨询病因
包皮过长，想割了。大概多少钱，多长时间能恢复。?,咨询价格
那得怎么治疗,咨询治疗方式
还是男医生方便些把,无
一个普通医院,无
那一站地铁,咨询路线
做给我做手术的医生,无
你们医院是什么资质医院属于三甲吗,咨询公立私立
我现在极度恐惧,描述情绪
几天能恢复,咨询治愈时长
请问，咱这是正规男科医院吗？,咨询公立私立
我听很多网友说过，无论治什么病，都去正规一甲二甲，或者三甲医院,咨询公立私立
你们不是私立的。,咨询公立私立
你这是什么医院,咨询公司介绍
我看看了啊,无
射精无力怎么回事,咨询病因
请问，医保能报销吗,无
为什么会在莆田系的医院从事坑害老百姓的工作呢,无
我有一个朋友包皮过长会给身体带来什么感觉,咨询后果
不是全自费,无
我在中国医科大学附属第一医院做的?三甲医院,描述就诊史
我这早泄一直不好意思讲,描述情绪
外卖，有手淫,无
你qq多少,咨询QQ
看看你们那里的女医生还不会很厉害，可以给我治好,咨询专家
晚上几点关门,咨询上班时间
检查的大夫推荐我做手术。没说别的啊,描述就诊史
是什么原因造成,咨询病因
他没给我说过,无
做手术多长时间,咨询治愈时长
我不想让家人知道,描述情绪
和熬夜有关系吗,咨询病因
视觉上？有延长效果？,咨询疗效
不包含挂号等等其他的把,无
算了吧,无
你们是专治男科的吧,咨询公司介绍
一个星期二次性生活多吗,描述频率
因为没人跟我去,无
良乡大学城,无
这几天就总有尿意,描述症状
检查过没敢做。,描述就诊史
你们医院地址在哪里呀？,咨询地址
几天拆线,咨询治愈时长
做完包皮手术后多久可以工作,咨询治愈时长
q1090704025,确定联系意愿
我晚点再给你联系吧。我去你们哪是不是谁括号？,确定联系意愿
交通实在不方便?家里还没有车,无
主任在哪,咨询专家
唉！,无
多久出结果,咨询检查
用手扣,无
费用大约带多少？,咨询价格
你是哪家医院啊,咨询公司介绍
多丢脸,描述情绪
射精快是怎么回事,咨询病因
我的意思是做完手术就能上班吗？,咨询治愈时长
过几天就好了吧,无
我这个手淫现在基本上10天一次,描述频率
属于骗子医院,无
咱们工作时间呢？,咨询上班时间
你的医院是怎么走的,咨询路线
我没记微信号，怎么加您啊,咨询微信
做包皮手术费用多少？,咨询价格
我在北京打工，老婆在老家，一年回不了几次,无
男人吃什么补精子,咨询食疗
咱俩加个微信,咨询微信
您微信是多少,咨询微信
对，所以还有治疗法吗,咨询治疗方式
您好检查什么,咨询检查
你是王医生吗,咨询专家
不在，在车上。,无
不影响小便吧,咨询后果
你好，今天男科是那位专家,咨询专家
你们医院在哪里的,咨询地址
通州北苑,无
你医院在那,咨询地址
我没有扣扣号,确定联系意愿
地铁安检,无
那这样会传染给自己爱人吗,咨询传染
13,无
不怎么手淫,无
你们有个杨圣吉他是主任吗,咨询专家
那吃什么对肾好啊,咨询食疗
怎么加您微信,咨询微信
吃什么食物，水果补笪,咨询食疗
那您能说说用点什么药膏么？去药店乱推荐药,咨询药物
有没有可能是因为抵抗力下降，导致的,咨询病因
对，没有效果,无
那怎么办啊,咨询治疗方式
去你们医院我们怎么走啊？,咨询路线
精子少??吃什么好,咨询食疗
那我就退出了加微信吧,确定联系意愿
你们哪做手术大概多少钱,咨询价格
、吃什么食物，水果补监啊,咨询食疗
吃补肾的食物主要有几种,咨询食疗
微信1366101****,确定联系意愿
请问检查都要查哪些,咨询检查
你这么说，我心里就安心了，,描述情绪
医院具体位置在哪？这两天忙完就去,咨询地址
就在齐齐哈尔,无
无聊了,无
得化验吗,咨询检查
那一次，不能恢复吗？,无
做那个会不会影响生育,咨询后果
勃起后7厘米左右,描述症状
我先暂时管一下，等这个月?我再去医院,确定预约时间
应该咋办啊?医生,咨询治疗方式
你们医院检查吗,咨询检查
也想问一下你们是三甲医院么？,咨询公立私立
需要治疗多久,咨询治愈时长
QQ2494612361,确定联系意愿
像这样严重吗？能治愈吗医生,咨询疗效
阳痿好药治吗？,咨询项目介绍
阴茎有适宜温度吗,无
谢谢医生，我知道了,无
有什么影响,咨询后果
割完多久能恢复，不影响正常生活,咨询治愈时长
我想问你们那的地址,咨询地址
没人手淫10多分，有人看了就不好意思,描述情绪
降敏手术为什么效果,咨询疗效
医保,无
房山,无
这是啥情况,无
不治会有什么影响,咨询后果
你那周日休息吧？,咨询上班时间
非常伤心。,描述情绪
用什么药?能好,咨询药物
微信让人家盗了,确定联系意愿
治疗有点阳痿早泄?学费大概需要多少,咨询价格
1124013368我的微信,确定联系意愿
28.一两分钟,描述症状
您是医生，还是？,咨询专家
你是医生么,咨询专家
都有哪些方法呢,咨询治疗方式
问一下，你们医院是公立医院还是私立医院,咨询公立私立
奥,无
跟紧张有关系吗,咨询病因
我多久能好呢,咨询治愈时长
一次,描述频率
治疗能治好么？,咨询疗效
如果来北京多长时间可以治好,咨询治愈时长
只有你们曙光医院吗？,咨询公司介绍
qq,咨询QQ
怎么治疗呢,咨询治疗方式
用什么药擦一擦能管用,咨询药物
ni那边的地址在哪,咨询地址
嗯，我正上班呢，微信不太方便，你妈还是打电话吧,确定联系意愿
总共下来大概能花多少,咨询价格
什么情况这是,无
是的～就是我做的这个手术是不是影响了性功能呀,咨询后果
查过的,描述就诊史
小孩大概多大可以做包皮手术,咨询项目介绍
打电话被别人听到呢,无
蹲坑的时候发现睾丸自己会不自主的儒动正常吧,描述症状
吃什么可以改善冻状精子,咨询食疗
我现在上班,无
三天了,无
精一成活率低吃些什么好呢,咨询食疗
我回家加您吧。手机没带。在朋友这。,确定联系意愿
新里成医院,无
都检查啥？,咨询检查
中医治疗,咨询治疗方式
邱医生是吧,咨询专家
摸了一次危害大吗,咨询后果
大约3年左右了，,无
汽车,无
好的，大夫，用个一次两次的有影响吗,咨询后果
本医院在哪个地方，,咨询地址
现在地铁,无
尿血是咋回事啊,咨询病因
你们医院在北京是吧,咨询地址
检查费就七百多,咨询检查
露,无
咱们是三甲医院吗,咨询公立私立
QQ1416619912,确定联系意愿
那现在用什么药,咨询药物
那个医院,咨询公司介绍
手术多久可以自慰,咨询治愈时长
有的时候两三天一次，有的时候就没有，不固定呀,描述频率
成功的案例有吗,咨询疗效
有副作用么,咨询后果
那您说我有女朋友，总做爱是不是也不好？有的时候一天一次，反正非常勤，,描述频率
你在加这个xiong1990,确定联系意愿
可以发个位置吗,咨询地址
会不会有影响。,咨询后果
分情况，一般时候得20分钟左右，控制的情况下，不控制就5分钟吧,描述症状
请问手淫多了会影响生育吗,咨询后果
523891623???我qq,确定联系意愿
您是在医院里？,无
多少钱几个疗程,咨询价格
大概要多少钱能看好,咨询价格
那算了，太远了,无
肾虚怎么治疗,咨询治疗方式
我想问问会不会传染,咨询传染
没有检查呢,描述就诊史
你在那里,咨询地址
不是后来的，,无
房事一周三次,描述频率
睡觉时老硬0,描述症状
做包皮手术费的多少钱,咨询价格
现在19岁能怎么治疗？,咨询治疗方式
没啥特别症状,描述症状
是在哪里,咨询地址
有几个月了,无
快点?我上班去了,无
哪这是怎么引起的,咨询病因
详细地址哪,咨询地址
现在一个月1-2次,描述频率
这样吧??刚两天看看??不好的话?再联系你吧,确定联系意愿
我得休息了谢谢,无
你好我44了，几天过一次性生活正常,咨询生理现象
我心脏有支肢是不是和我吃的药有关系,咨询病因
那经常不撸精子自己流出来是怎么回事,咨询病因
对了问一下治疗要多久白好啊,咨询治愈时长
就是区的中医院,无
晨勃很好呀,描述症状
那要去医院检查是吗,咨询检查
射精子快是怎么回事,咨询病因
拜拜医生新年快乐,无
好，明天联系您,确定联系意愿
曙光,无
如果说要是您说的这几种病的话好治吗,咨询项目介绍
请问喝可乐会导致早泄吗？,咨询后果
能勃起,描述症状
割包皮要多少钱？,咨询价格
早上六点下班回去睡一小会然后去你们那儿给你打电话，医生你也是夜班白天上班吗,咨询上班时间
那在网上查。说，一天八次是正常的吗,描述频率
什么原因导致的呢,咨询病因
有半年了吧,无
没有看过。本人有糖尿病，听医生影响到肾了。,描述就诊史
你们医院哪个大夫最好？,咨询专家
吃点什么好呢,咨询食疗
要上班的谢谢,无
吃药可以调理吗,咨询治疗方式
有2次了,描述频率
怎么回事呢？医生,咨询病因
中药,咨询药物
QQ：?3483613625 详聊,确定联系意愿
孩子低烧不退,描述症状
手术前需要检查吗,咨询检查
去儿童医院检查查什么,咨询检查
作包皮多长时间能好？,咨询治愈时长
吃药可以治疗么,咨询治疗方式
3次吧到五次,描述频率
不听我的,无
但是不想动手术,咨询治疗方式
疝气手术,咨询项目介绍
咱这是巨野曙光医院吗？,咨询公司介绍
和熬夜有关么,咨询病因
东城中医院,无
怕我有病,描述情绪
做了之后会不会疼,咨询后果
1943449388QQ,确定联系意愿
暗红吧,描述症状
我觉得那傻逼活不过50,无
qq可以聊吗,咨询QQ
qq952795868,确定联系意愿
这个怎么治？,咨询治疗方式
但是勃起有11公分,描述症状
那我就一个月一次没事吧,描述频率
我加了,确定联系意愿
有啥危害吗,咨询后果
现在不太方便不然我白天联系您,确定联系意愿
曙光尼玛B，黑医院一个,无
我没理解,无
那治疗需要多久能治疗好呢！,咨询治愈时长
我还要去你们医院检查啊,咨询检查
我投诉你们医院,无
包皮手术过后的线，多久才能吸收,咨询治愈时长
但是性欲也强。每晚都要做两次。,描述频率
请问做手术吗？,咨询治疗方式
请问，地址,咨询地址
请问医生，我手臂上齐了好多小痘痘,描述症状
一般会用药还是手术呢,咨询治疗方式
啥啊是，骗钱医院,无
我想做阴茎入珠手术需要多少钱？,咨询价格
治疗需多长时间？,咨询治愈时长
术后会不会影响正常的性生活，比如说勃起方面的,咨询后果
上班族,无
37反复一年多了,描述症状
那么远,无
行，你别急，有需要我一定加你，这种事我也不敢耽误,确定联系意愿
以前不是,无
很短，有时一俩分钟,描述症状
我就把情况给她说了?他说没事?也没开药我又去了?一次?别一个医生也开了药,描述就诊史
做这个手术多大的危险性,咨询后果
我去加您QQ,咨询QQ
那可以用一些什么药物??,咨询药物
你那是三甲医院吗亲,咨询公立私立
问问你，包皮割了有什么影响吗,咨询后果
电影,无
QQ949251372,确定联系意愿
嗯?是我微信??也是我电话,确定联系意愿
愁死了,描述情绪
不知道，您这是正规医院吗,咨询公立私立
那常见的原因是什么呢,咨询病因
我分不清在什么位置,咨询地址
会不会有什么不好的影响,咨询后果
张立辉电话152开头的,无
手术一般需要多长时间,咨询治愈时长
北京酒仙桥,无
我已加了微信，怎么没有回答,确定联系意愿
检查一下,咨询检查
垃圾医院,无
那检查后呢,咨询检查
那我应该吃什么呢,咨询食疗
自己的女朋友,无
治愈时间需要多久呢？,咨询治愈时长
手术费？,咨询价格
那是怎么回事阿,咨询病因
前连线肥大,描述症状
大腿一摆大腿根大筋疼怎么回事,咨询病因
莆田医院？,咨询公司介绍
水肿不是十天到半个月才会消退吗,咨询治愈时长
这个情况需要手术吗/,咨询治疗方式
就是说龟头敏感。自己感觉也是,描述症状
2个月,无
怎么办呀?医生,咨询治疗方式
术后多久能恢复,咨询治愈时长
欧阳医生在吗,咨询专家
肿了，什么原因,咨询病因
我的天啊。。。。在次包皮手术大概多长时间呢。。,咨询治愈时长
能不能告诉我是怎么会事,咨询病因
七天。,无
你说唐山秦皇岛哪男科医院好啊，孟医生,咨询公司介绍
我43了有时候还遗精啊,描述症状
吃生花生补精吗,咨询食疗
我里你那远，不方便如果去医院,无
手淫会传播疾病吗？,咨询传染
我想先向你咨询一下 然后去您医院看看,确定预约时间
您就告诉我吃什么药，或者抹什么药就好了,咨询药物
北京曙光医院？！,咨询公司介绍
用重要还是西药,咨询药物
就这几天,无
餐饮厨师,无
你不是在物资学院吗,无
那么吓人啊,描述情绪
两个主任也没看好,描述就诊史
我想问一下，怎么能够先缓解呢,咨询治疗方式
不是一次两次了经常出现,描述频率
以前一天一次,描述频率
这一个礼拜吧！,无
我的QQ号2092441467,确定联系意愿
是三甲医院吗,咨询公立私立
大约多久可以恢复好啊??手术之后,咨询治愈时长
这个治疗的话，时间长吗？,咨询治愈时长
你们是什么医院，,咨询公司介绍
是中途,无
你就说吧这种治疗一般多长时间可以治好,咨询治愈时长
现在还在上班,无
是呀！那须要做什么检查呢？,咨询检查
要不直接打电话吧大夫,确定联系意愿
我发给你的事Qq,确定联系意愿
1359447057我的qq,确定联系意愿
我干了29多次了,无
最近遇到一些苦恼,描述情绪
明天去看看吧,确定预约时间
做阴茎静脉深埋术对阳痿有效果吗,咨询疗效
那些什么检查,咨询检查
如果最严重的话，是多少钱？,咨询价格
谢谢您，如果有病，我会给你们联系,确定联系意愿
我这有没有危害啊,咨询后果
微信号是上面的号码吗,咨询微信
那是什么原因,咨询病因
那怎么办,咨询治疗方式
几天,无
我想考察下您医院怎样 然后给您回复好么? 毕竟我没结婚 万一整坏了咋整。。。,咨询公司介绍
前列腺有什么危害,咨询后果
医院远吗,咨询地址
在什么位置,咨询地址
21平谷县医院,无
加微信吧,咨询微信
现在不方便；上班呢,无
我的可以勃起,描述症状
好的??专门的app挂号还是直接去医院挂号,咨询挂号
还能治好么,咨询疗效
到时候联系,确定联系意愿
可以治疗好吗,咨询疗效
我也失望透了,描述情绪
电话是你的微信吗,咨询微信
您那个是医保定点医院吗,咨询公司介绍
手术加恢复大概需要多久,咨询治愈时长
我這病好治嗎,咨询项目介绍
3天,无
您如何考到呢,无
一个月左右一次吧,描述频率
QQ行吗,咨询QQ
那位w3370c的女医生,无
曙光医院是几级医院,咨询公立私立
你能判断是什么病吗？,咨询项目介绍
没检查,描述就诊史
咱们属于三甲医院吗,咨询公立私立
那我应该去检查什么呢。,咨询检查
你那医院离曙光花园多远呢我在那边上班我可以去医院找一下您吗？,咨询地址
你加不上，我把隐私都关了,确定联系意愿
会不会有后遗症,咨询后果
不用了，有意向了我再找您，不好意思这么晚打扰你,确定联系意愿
有点不好意思,描述情绪
几天能好啊,咨询治愈时长
做完这个手术。时间上会有改善吗,咨询疗效
老公,无
出来做手术多长时间,咨询治愈时长
对以后要孩子还有影响吗,咨询后果
双井,无
我去做检查都要做什么,咨询检查
您那都做什么常规检查,咨询检查
一个月性生话4一5次，可不刚发现。,描述频率
是怎么引起的呢,咨询病因
谢谢明天我去医院吧,确定预约时间
你就按供血不足治疗，吃什么药,咨询药物
后者有,无
晨勃也是偶尔，加上今天一星期做了五次，,描述频率
我在东沙各庄住，去你那我只能坐公交车，烦劳你把公交路线给发过来吧,咨询路线
您好，请问您是刘秀芝医生吗,咨询专家
我媳妇怀孕过两次??都做人流了,描述就诊史
要治疗的费用在多少,咨询价格
治疗费用高吗？大概多钱，治疗时间多久,咨询价格
好的，去时电话联系,确定联系意愿
不方便在公司上班呢,无
几分钟的样子,描述症状
我去要去医院做什么检查？,咨询检查
现在预约，我星期六星期天有时间,确定预约时间
您是曙光医院的？,咨询公司介绍
嗯，上次体检没有做好,描述就诊史
那你把地址给我,咨询地址
行，你们地址在哪里？,咨询地址
怎么办呢？,咨询治疗方式
嗯每天开车十小时，这个变不了,无
北京有体验店吗,咨询公司介绍
现在已经排尿困难了,描述症状
伤口多长时间能好,咨询治愈时长
做了彩超,描述就诊史
做完手术得恢复多长时间,咨询治愈时长
男性,无
机场，有点远,无
蛋白质高了，有没有啥影响。,咨询后果
我有QQ,咨询QQ
喝牛奶可以补精吗,咨询食疗
你就是这个电话吗,咨询电话
想问问怎么治疗,咨询治疗方式
咱们那个晚上几点关门。,咨询上班时间
你值班只是负责挂号？,咨询挂号
我就想了解一下是什么原因,咨询病因
医院名叫什么，,咨询公司介绍
没有微信啊,确定联系意愿
西苑中医院，祕尿科,无
手淫之前有，一周一次，包皮也有。,描述频率
是航天医院吗,咨询公司介绍
不是太方便，在办公室上班,无
这个我微信,确定联系意愿
也就是说这种检查没问题吧,咨询检查
2531908173QQ没微信,确定联系意愿
我现在在外面跑着车呢，我想在过一个月以后去咱们医院检查检查,确定预约时间
上班时间是几点？,咨询上班时间
你们医院在哪啊,咨询地址
有的医院护士检查几把??你们的呢,咨询检查
你们医院是不是北京电视台给曝光了,无
现在也是偶尔手淫，一周一次吧,描述频率
吃什么还能补过来吗,咨询食疗
我还挺年轻的，但是现在早上其实就没有晨勃呢,描述症状
"你是医生吗,还是专家",咨询专家
曙光医院是，公立三甲医院吗,咨询公立私立
我的病?大概须要多少钱治愈？,咨询价格
阴茎旁边起包,描述症状
您医院在哪？,咨询地址
夜尿次数多男的45岁,描述症状
我去你那看病怎么做车,咨询路线
睡觉遗尿怎么回事,咨询病因
瘙痒那种,描述症状
就是想问问咱这边拆线的话的多钱,咨询价格
精子活力多少才算正常？,无
目前不能通电话,确定联系意愿
您好，咨询一下，如果阴茎边上长个小豆豆，如果激光小手术做的话，大概几天能回复呢？谢谢,咨询治愈时长
勃起后有十一二厘米吧,描述症状
延长增粗需要多少钱,咨询价格
吃啥药,咨询药物
补补肾啥的,无
能恢复不？,咨询疗效
手术时间多久。指手术时间。不是治疗时间,咨询治愈时长
半年了,无
曙光医院在哪里,咨询地址
QQ可以吗,咨询QQ
这个手术成功率高吗,咨询疗效
您QQ多少？,咨询QQ
肾虚吃什么好,咨询食疗
一个月，两个月，有时有一次，在外打工吗？长期不回家。,描述频率
谢谢您明天去医院吧。,确定预约时间
哦哦，你们几点上班呢,咨询上班时间
一月得7到8次,描述频率
憋尿是有,描述症状
那吃些什么药啊,咨询药物
多久出结果，费用是多少，用的几代试剂，什么方法,咨询价格
您们医院属于私立医院,咨询公立私立
是三级医院么,咨询公立私立
对人有什么危害,咨询后果
可怕,描述情绪
我都在葫芦岛待10天了大夫让我在做两天,描述就诊史
还可以治疗吗,咨询项目介绍
频繁？,无
需要做什么检查吗,咨询检查
还是私人医院,咨询公立私立
民航医院,无
这个应该怎么办,咨询治疗方式
睾丸疼一年了，我想查一下是不是附睾炎，哪个医生比较专业？,咨询专家
你院是民营？,咨询公立私立
对不起，没有。我还能治好吗？,咨询疗效
想听听专家意见,咨询专家
昨天把,无
那怎么治疗啊,咨询治疗方式
手术大概需要多少钱,咨询价格
割包皮需要多少钱,咨询价格
国家医院,咨询公立私立
阴径敏感吃药能好吗,咨询药物
偶尔有次手淫,描述频率
主要我每天开车10小时左右,无
说话,无
曙光医院，,无
看情况吧。曙光医院是吧,咨询公司介绍
早点休息吧,无
怎么样去根治,咨询治疗方式
懒的皮上面起筋包怎么回事,咨询病因
您是曙光医院对吧,咨询公司介绍
术后用每天都去医院检查吗?还是隔几天去也行,咨询检查
你加我吧,确定联系意愿
50多岁，就这两年,无
口岸医院,无
不太严重，没怎么治就是吃点儿药吗？,咨询治疗方式
基本睡觉大概11-12点左右！平时上班自由也不会久坐,无
其他的检查还有什么,咨询检查
是医保定点医院吗?,咨询公司介绍
您电话多少?,咨询电话
微信聊吧,咨询微信
我最关心的就是会影响生命吗,咨询后果
现在后悔了,描述情绪
我记下你的号码了。,确定联系意愿
171134539qq邮箱,确定联系意愿
那用点什么药,咨询药物
我当时做当时可以上班吗,咨询后果
好的，您微信号发给我一下,咨询微信
海参能治疗阳痿吗。,咨询食疗
我加你了，?关大人,确定联系意愿
宁夏银川上班呢,无
我就问吃什么补精子,咨询食疗
QQ2685488398,确定联系意愿
二甲双胍,咨询药物
那一星期手淫两次危害也很大吗1,咨询后果
这些病都能治好？,咨询疗效
硬的时候有12公分,描述症状
咱们医院是正规大医院吗,咨询公立私立
没说,无
铁路上班,无
需要怎么处理,咨询治疗方式
一次精子多少算是正常,无
京南医院?外科,无
如果检查一下??需要什么,咨询检查
怎么回事啊！有大问题吗？,咨询病因
qq1301835484,确定联系意愿
怎么延长？,咨询治疗方式
北京前列腺医院哪个好？,咨询公司介绍
有?平均一个月两次,描述频率
没事,无
知道问答霸屏王-百度知道1：提供500-1000关键词，最低操作1000条自问自答，只多不少，多的赠送。2：包收录，包采纳，包存活。3：加：联系方式，商务通，官网，地图。4：独家广告位，关键词排名里面只展现一家医院信息。5：百度知道大型问答平台，高流量，高曝光。6：任何关键词直接霸屏营销，做最强效果。重庆宣易扬广告传媒-独家资源，性价比高，优惠多多，需要的老板联系?QQ?：1127724948若有打扰敬请见谅，麻烦截图转达????谢谢,无
你微信？,咨询微信
这种事儿挺难为情的,描述情绪
有四个休息时间,无
可能是怎么回事？,咨询病因
3年可备孕,无
费用大约多少,咨询价格
吃什么可以补起来,咨询食疗
先加个微信吧！,咨询微信
什么检查。9?,咨询检查
打车吧,无
想问包皮手术需要几天恢复？,咨询治愈时长
就吃一次,描述频率
我住昌平小汤山附近??离你们医院远吗,咨询地址
不吃药怎么治疗,咨询治疗方式
你是男科医生吗,咨询专家
你知道长虹医院吗,咨询公司介绍
偶,无
我找医生,无
二我也不好意思去啊,描述情绪
检查的这些费用大概多少包括后期的治疗,咨询价格
不带血,描述症状
你们的医院在哪,咨询地址
手术后，多久可以性生活,咨询治愈时长
这个治疗大概费用多少,咨询价格
早晨也没有勃起了,描述症状
那治愈后性生活在多久啊,咨询疗效
我加你微信吧,咨询微信
不激动的话5。6分,描述症状
在北京上班呢，,无
这两天大腿根疼不知什么原因,咨询病因
地址怎么发下,咨询地址
多久能消肿啊？,咨询治愈时长
医院那,无
看啦,无
是没有联系的？,无
加你了,确定联系意愿
在哪下车,咨询路线
哦我有扣扣,咨询QQ
北京曙光医院?09:39:25欢迎来到私人医生在线问答平台，您可以在下方选择详细的科室进行提问全部性功能障碍生殖整形生殖感染性病男性不育男性私密整形尿道下裂阳痿早泄?09:39:37您好，请北京曙光医院?09:39:25欢迎来到私人医生在线问答平台，您可以在下方选择详细的科室进行提问全部性功能障碍生殖整形生殖感染性病男性不育男性私密整形尿道下裂阳痿早泄?09:39:37您好，请在输入框中详细描述需要咨询的问题在输入框中详细描述需要咨询的问题,无
要做的话多少钱？多长时间能恢复？,咨询价格
算了吧?不想说就不说吧?我去别的医院看看,无
出来的效果有什么不一样呢？,咨询疗效
那个术后几天伤口愈合好,咨询治愈时长
几个疗程,咨询治愈时长
就是我在私立医院做了个包皮手术,描述就诊史
没有去检查,描述就诊史
你们是曙光医院吗,咨询公司介绍
你们是私立医院吧,咨询公立私立
如果能治好的话大概多久能康复啊,咨询治愈时长
来咱们医院费用很高吧,咨询价格
现在还需要开刀麽？,咨询治疗方式
没发现阴囊潮湿啊,描述症状
上医院是检查男科嘛,咨询检查
你们医院这套流程下来,无
怎么调理？??包皮有影响吗？,咨询治疗方式
你能告诉我什么原因吗？,咨询病因
有龟头炎可以手术吗？,咨询治疗方式
就是这几天挺能尿的,描述症状
不是，好几次了,描述频率
你们那检查很贵吧,咨询检查
我手机有问题?多打几遍,无
我有过一次,描述频率
药物怎么治疗,咨询治疗方式
精卵怎么结合的,无
行吧。,无
没有做过啊,无
憋不住尿用什么用什么药好,咨询药物
能办分期吗,无
这个有什么影响吗？,咨询后果
我前些日子做的检查,描述就诊史
你那是哪医院啊,咨询公司介绍
怎么办？,咨询治疗方式
你们那用预约吗,确定预约时间
4-5次吧,描述频率
qq2170983499,确定联系意愿
嗯，有什么办法吗？,咨询治疗方式
会不会导致生育问题,咨询后果
能治好么？,咨询疗效
怎样射精,无
勃起来I0几分钟短小,描述症状
嗯，还有就是我感觉阴经比别人小,描述症状
我以前做过包皮手术,描述就诊史
不会影响别的么,咨询后果
做完手术以后多久才能做爱啊,咨询治愈时长
没有做,无
包皮过长有什么影响,咨询后果
是公立医院吗,咨询公立私立
我现在可以用些什么药物呢,咨询药物
我想咨询下我朋友推荐这个是正规药品吗,咨询药物
吃什么性好啊,咨询食疗
25头一次忒别快二分钟吧,描述症状
阴茎有些短小,描述症状
上夜班不抽烟偶尔喝酒,无
医生你们医院几点下班，晚上,咨询上班时间
我的QQ:911620082,确定联系意愿
可以明天过去，因为我不确定我是不是下班就自由了，有可能会加班到中午，需要我在联系您,确定预约时间
去医院检查，需要禁欲几天呢？,咨询检查
你哪个医院，我去看一下,咨询公司介绍
吃什么东西能提高男人性欲望,咨询食疗
之前跟女朋友在一起一年多，差不多一天两次,描述频率
没有效果,无
两三天遗精一次,描述频率
我现没在北京，要是在北京明天就直接去医院检查了,确定预约时间
你们的医院在哪里,咨询地址
有什么可以补肾的茶,咨询食疗
以前勃起过,描述症状
下服腹,无
包皮手术后龟头裸露会不会影响勃起,咨询后果
早晨几点上班,咨询上班时间
陌生女性,无
才能恢复,无
不疼,描述症状
长得红包，现在消了，还是有点疼,描述症状
你们医院在北京哪个区 ？,咨询地址
下午几点上班,咨询上班时间
你是北京哪所医院,咨询公司介绍
你的qq我加你,咨询QQ
大概多久能出结果？,咨询检查
正常的是每天都晨勃吗,咨询生理现象
你讲讲吧,无
好治吗？,咨询项目介绍
怀柔二甲医院,无
还是同意个专家吗？？,咨询专家
医保管报销吗,无
那是怎么回事,咨询病因
是不是离宣武地铁站没多远,咨询地址
今年?26,无
吃什么，能补过来吗？,咨询食疗
毕竟不是公立医院,咨询公立私立
北大儿童医院,无
吃过一段中药调理，没效果,描述就诊史
