uuid,sentence,已完成,items1
A9170690015103008,刀口凹陷，把我卧蚕也弄没了，眼袋也没去干净,祛眼袋,注射卧蚕
A5860280003995003,伊腕的，打卧蚕，一支多少钱啊,,注射卧蚕
A5854910018810002,打个卧蚕多少钱,,注射卧蚕
A8412990003475011,那么我的反应就是卧蚕没了,,注射卧蚕
A5854910018202002,你好半只玻尿酸打卧蚕会多吗,,注射卧蚕
A5854910007435020,如果笑起来有卧蚕就不明显了,,注射卧蚕
A5854910007959023,顺便想做一个卧蚕填充,,注射卧蚕
A4276530005368002,想问下可以打卧蚕嘛？,,注射卧蚕
A5015660009495002,卧蚕填充,,注射卧蚕
A9002410011106001,想作卧蚕,,注射卧蚕
A8412990001160011,打卧蚕,,注射卧蚕
A9170690005465004,是的 耳软骨鼻中隔,,鼻中隔整形
A6577100009948005,后期长得鼻中隔弯曲一点,,鼻中隔整形
A9001110003325026,现在那个鼻中隔是不是还是难么贵的任凭,,鼻中隔整形
A7419650002604007,但是我怕鼻中隔以后出问题,,鼻中隔整形
A2367960001284004,鼻中隔歪曲,,鼻中隔整形
A5854910006132012,我在我们这里咨询过，他们是说用耳软骨加鼻中隔可以做,,鼻中隔整形
A8997980004561003,耳软骨鼻中隔会吸收吗,,鼻中隔整形
A1600310005253008,耳软骨加鼻中隔要多少,,鼻中隔整形
A2875580002174033,说我要做鼻中隔什么什么的可是我不想割鼻中隔,,鼻中隔整形
A8839580000705001,鼻中隔手续费多少钱,,鼻中隔整形
A9001470002590007,肋软骨鼻中隔软骨别是,,鼻中隔整形
A9170690008793008,就孩子喝过奶以后得下垂,,胸部提升
A1600310000442003,我的胸下垂了怎么办,,胸部提升
A1527530008497012,怎么胸部提升,,胸部提升
A1527530005990024,胸部下垂的话可以通过悬吊 手术去治疗,,胸部提升
A5015660002484000,产后胸部下垂严重,,胸部提升
A8997980000482005,年龄29。哺乳后下垂,,胸部提升
A2875580004134016,乳房下垂  有时候会出现桔子皮现像  会不会是乳房癌的早期现在呢,,胸部提升
A2860740008730005,胸部有点大，又下垂,,胸部提升
A1817780015506003,产后胸部下垂要怎么修复,,胸部提升
A2367960001684004,我在胸部下垂了,,胸部提升
A5854910004886007,母乳后严重下垂。,,胸部提升
A58613500067350,汗管瘤你们那里做吗,,祛汗管瘤
A15275300070830,眼睛下面汗管瘤能去哪,,祛汗管瘤
A55348700031330,我的眼睛下面做汗管瘤,,祛汗管瘤
A58549100038460,汗管瘤怎么去除,,祛汗管瘤
A15275300002530,汗管瘤咋办,,祛汗管瘤
A58549100125100,脸上长了汗管瘤怎么去掉，,,祛汗管瘤
A8911670002305004,祛除眼周的汗管瘤,,祛汗管瘤
A58549100140580,汗管瘤激光会留疤吗,,祛汗管瘤
A58549100120540,眼下汗管瘤要怎么治？,,祛汗管瘤
A58549100149270,汗管瘤怎么弄呀,,祛汗管瘤
A5854910010556022,医生说是汗管瘤,,祛汗管瘤
A6658970000425002,我是一名烧伤患者，后来起疤痕，咱的医 院是否可治,,祛烧烫伤疤痕
A5854910001236002,腿上大面积的烫伤十几年了,,祛烧烫伤疤痕
A8911670001687001,烫伤的疤,,祛烧烫伤疤痕
An,烧伤的皮肤要怎么弄才能恢复正常的皮肤呢并非,,祛烧烫伤疤痕
A6658970003209003,小孩当时烧伤了怎么处理,,祛烧烫伤疤痕
A1817780011987004,三岁，烫伤疤。一年多了,,祛烧烫伤疤痕
A6068820012201004,我想问问八年的烟疤能去掉吗,,祛烧烫伤疤痕
A2860740011048007,被开水烫过,,祛烧烫伤疤痕
A8839580001570004,烫伤，留下了疤痕，需要整形，左脚，四岁女孩,,祛烧烫伤疤痕
A9170690002103008,小时候烫过的整体腿,,祛烧烫伤疤痕
A1817780007073005,还有，烫伤的疤痕怎么治,,祛烧烫伤疤痕
An,隆鼻假体可以永久的吗有关,,假体隆鼻
A7419650004881001,鼻子大而且鼻梁底可以用假体吗,,假体隆鼻
A8881750001352002,这假体隆鼻怎么样,,假体隆鼻
A2367960005351000,"我想咨询""隆膨体鼻子""",,假体隆鼻
A5854910014361002,膨体隆鼻和硅胶隆鼻哪个好？,,假体隆鼻
A1817780001683020,假体是自己身体b部位拿到鼻子上整吗？,,假体隆鼻
A2875580011903018,我问你假体隆鼻多少钱是,,假体隆鼻
A4276530001279001,想了解关于假体隆鼻的问题,,假体隆鼻
A8997980002654003,隆鼻假体可以永久的吗,,假体隆鼻
A8412990008920006,假体是不是会让鼻子变形,,假体隆鼻
A1600310000261005,我想咨询假体隆鼻,,假体隆鼻
An,太阳穴都是小份子的吧？,,丰太阳穴
A4276530002401001,我想咨询一下田中太阳旋的项目。,,丰太阳穴
A1817780004622002,我想问一下丰太阳穴有永久性的吗,,丰太阳穴
A8412990008537001,填充太阳穴凹陷用什么方法好,,丰太阳穴
A4276530012358002,可以填充太阳穴吗,,丰太阳穴
A1527530013446004,太阳穴填充都有那个牌子的,,丰太阳穴
A5854910018274010,我就是脸上有一点点凹陷 太阳穴这里,,丰太阳穴
A8911670002427003,两边太阳穴填充,,丰太阳穴
A8330100000575046,你看看我太阳穴需要打几针呢,,丰太阳穴
A3996870005377003,请问可以填充太阳穴吗,,丰太阳穴
A4276530000432003,有填太阳穴吗,,丰太阳穴
A3996870003924004,你好，1280吸脂减肥全身减吗,,吸脂瘦身
A7261990003236001,学生党怎么瘦身阿,,吸脂瘦身
A7419650006610002,请问我怎样才能瘦下来,,吸脂瘦身
A1817780001275007,你那里是怎样减肥,,吸脂瘦身
A6577100002961009,有什么减肥好方法吗？,,吸脂瘦身
A5727500002042005,三十五岁，身高一米六多酷塑冷冻减肥介绍一下,,吸脂瘦身
A8330100000082001,抽脂瘦身后期会不会反弹,,吸脂瘦身
A6068820013220002,请问全身吸脂大概需多少钱？,,吸脂瘦身
A1817780015298016,我也是这两个月才胖起来的，两个月前95斤左右,,吸脂瘦身
A6577100001180005,可以全身抽脂么,,吸脂瘦身
A6577100007830026,烟脂能减肥,,吸脂瘦身
A2860740001792002,鼻孔外露怎么整,,鼻部塑形
A5015660002781008,我鼻子肥厚,,鼻部塑形
A2367960000971002,我想了解一下鼻翼整形,,鼻部塑形
A5732510001159004,我的鼻子年龄大了就有点歪了 以前没事,,鼻部塑形
A5732510000090004,鼻子骨折了刚复位但还是有点歪,,鼻部塑形
A5979500000158003,做鼻梁需要多少钱,,鼻部塑形
A9170690015285012,鼻梁低鼻头圆,,鼻部塑形
A1817780013952004,鼻子歪可以整吗,,鼻部塑形
A5861350005293005,鼻子山根处有点偏,,鼻部塑形
A4276530013009007,打鼻子只能打鼻梁那里吧，鼻头缩不得是不,,鼻部塑形
A8363010002451026,那鼻梁还有别的方法可以改善吗,,鼻部塑形
A1817780003824010,双下颌和下巴处脂肪多，吸这个要多少,,瘦双下巴
A1800280000502002,双f巴越来越大，不知怎么办,,瘦双下巴
A1527530013036003,下巴怎么弄尖,,瘦双下巴
A5860280008223003,双下巴有什么办法处理,,瘦双下巴
A5854910018085002,怎么可以没有双下巴,,瘦双下巴
A5861350000572020,照片看着都还好，不过就是双下巴，下巴哪里脂肪比较多,,瘦双下巴
A5860280000905010,双下巴能溶掉吗？,,瘦双下巴
A5860280007047010,来过，一个月前做了全面部脂肪填充，我有一点双下巴，想做一下,面部填充,瘦双下巴
A1527530010262001,如何瘦下巴,,瘦双下巴
A2367960005281002,下巴上的肉怎么减？,,瘦双下巴
A2860740003624004,怎么瘦双下巴,,瘦双下巴
A5860280010983002,脂肪填充下巴能管多久呢,,自体丰下巴
A1850300000434000,自体脂肪填充下巴多少钱？,,自体丰下巴
A5860280017172000,自体下巴是取身体的部位啊？,,自体丰下巴
A9002440003405000,自体脂肪丰下巴多少前？,,自体丰下巴
A2860740008577000,脂肪填充下巴,,自体丰下巴
A5860280010767000,我下巴脂肪填充的话，能关多久？,,自体丰下巴
A7419650000083058,自体脂肪隆下巴自然吗,,自体丰下巴
A5727500002804010,脂肪丰下巴,,自体丰下巴
A2773850002266000,自体脂肪填充下巴是永久的吗？,,自体丰下巴
A9001350004096000,做自体脂肪填充下巴多久会定型譬如,,自体丰下巴
A6903320001695000,自体脂肪填充下巴效果怎么样,,自体丰下巴
A4276530015305002,想了解一下嘴巴上扬,,微笑唇整形
A5861350010634004,我想咨询一下做微笑唇,,微笑唇整形
A1817780013787010,有嘴角上扬术？,,微笑唇整形
A7261990001330001,嘴角上扬收费标准,,微笑唇整形
A3991420000231002,嘴角上扬,,微笑唇整形
A5854910001284003,打微笑唇价位是多少,,微笑唇整形
A5015660005144004,嘴角上扬术大概多少钱,,微笑唇整形
A8412990001562001,嘴角上扬手术多少钱,,微笑唇整形
A2875580007924001,你好！你们那可以做嘴角上扬手术吗？,,微笑唇整形
A4276530016781001,微笑唇有活动吗,,微笑唇整形
A5015660005070001,嘴角上扬多少钱，,,微笑唇整形
A5727500000751001,牙齿黄用什么方法最有效？,,牙齿美白
A6577100006054010,美白之后牙龈会不会疼,,牙齿美白
A5860280000511004,美白的话到什么程度呢  可以把黄牙变白吗,,牙齿美白
A5860280014506041,就是美白牙齿嘛？不是洗牙嘛？我以前以为洁牙就是洗白牙齿,,牙齿美白
A6577100004684003,那麼能讓牙齒變白,,牙齿美白
A5998600005566000,牙齿可以美白么,,牙齿美白
A8412990010243003,我的牙齿里面有一颗黑点  怎么刷牙都刷不干净的,,牙齿美白
A6577100005748002,你好，我是四环素牙齿想美白，能否医白？,,牙齿美白
A6577100012550010,我牙黄的,,牙齿美白
An,现在的树脂美白雅饬怎么样,,牙齿美白
A8363010000608015,你们美白牙齿分几种,,牙齿美白
A6068820013770002,请问洗眉只能靠激光丶没有其它方法吗？,,洗眉
A1527530005261003,刚做的眉毛不喜欢可以洗掉吗,,洗眉
A5015660013151001,洗眉能洗干净吗？,,洗眉
A1527530013108001,￥今天是纹眉第二天，不理想，有沒有好办法,,洗眉
A5732510000019002,能洗掉刚纹过的眉毛嘛,,洗眉
A8412990011499003,你好，纹眉了还可以洗掉吗？,,洗眉
A1527530011224003,眉毛能改颜色麽,,洗眉
A8839580031781038,想问下，如果纹眉纹的不好的话，能洗掉吗,,洗眉
An,6年钱做的绣眉，现在觉得不满意，想洗掉,,洗眉
A5854910008394001,眉毛不好看！怎样可以洗掉呢,,洗眉
A5854910009267002,洗眉怎么洗,,洗眉
A7261990006158001,硅胶胸部假体取出切口在什么位置,,胸部假体取出
A2367960004987004,请问假体胸怎么取出,,胸部假体取出
A1800280002050002,你好 这边可以取胸部假体吗,,胸部假体取出
A2875580002559001,我就想问问隆胸后硅胶假体取了会有什么变化,假体丰胸,胸部假体取出
A4276530010260046,别的医院只要在他们那里隆胸取出旧的假体是不收钱的，你们医院收多少钱？,,胸部假体取出
A2875580012519004,我做的假体隆胸需要取出来吗？,,胸部假体取出
A1800280001633002,你好 问下这边可以取胸部假体吗,,胸部假体取出
A1817780007443001,假体隆胸，20年需取出吗,,胸部假体取出
A8412990003368002,乳房切除后能修复吗？,,胸部修复
A9170690002381000,咨询一下胸部修复。,,胸部修复
A3996870001281004,你好！我是2004年在你们那里？做的假体丰胸术，现在下垂松软，请问可以怎么处理呢，我朋友也想去做，她看到我的就忧郁了,假体丰胸,胸部修复
A2875580007500001,你好，隆胸后有积液要怎么办，是不是要尽快取出来,丰胸,胸部修复
A9170690010700012,畸形胸,,胸部修复
A8363010002161002,那个隆胸隆的很硬，有办法吗？,,胸部修复
A5854910015173001,现在乳房肿痛，以前注射过隆胸药水，想要将药水取出，这样可以防止肿痛吗？,,胸部修复
A1600310001601008,请详细介绍下自体脂肪填充除额头皱纹,,自体脂肪祛额区皱纹
A5861350011215002,您好，我咨询一下自体脂肪填空祛额头皱纹,,自体脂肪祛额区皱纹
A2875580015768000,你好，我想咨询一下，我以前做过眼袋，脂肪被抽多了，现在年龄大了，下眼皮皱纹很多，我想问问可以填点脂肪进去吗？,眼部吸脂,自体脂肪祛眼周皱纹
A8881750001483003,我想咨询一下自体脂肪填充鼻唇沟,,自体脂肪祛法令纹
A8330100000335001,你好 法令纹 你们可以自体脂肪填充嘛,,自体脂肪祛法令纹
A5534870003794001,你好，法令纹能不能自体脂肪填充,,自体脂肪祛法令纹
A6658970003109033,就这一个法令纹部位，自体脂肪填充的价格,,自体脂肪祛法令纹
A6068820001912003,我想自身脂肪填充鼻唇沟,,自体脂肪祛法令纹
A27738500036920,自体面部填充川字纹多少钱,,自体脂肪祛川字纹
A66589700031090,那么，眉间川字纹做自体脂肪填充，需要多少钱?,,自体脂肪祛川字纹
A88817500004190,你方便时给个信，脂肪填充川字纹的效果和最优惠价格,,自体脂肪祛川字纹
A58613500111260,自体脂肪填川字纹,,自体脂肪祛川字纹
A88817500014190,你好，我想问一下川字纹可以自体填充吗？,,自体脂肪祛川字纹
A84129900060810,你好你那里填充眉间川字纹 自身脂肪填充怎么收费用,,自体脂肪祛川字纹
A60688200109770,自体脂肪填充川字纹怎么收费,,自体脂肪祛川字纹
A83301000027490,自己脂肪可以填充川字纹么？,,自体脂肪祛川字纹
A28607400034610,川字纹能用自己的脂肪填充吗？,,自体脂肪祛川字纹
A6577100003529001,咨询内容:儿童做窝沟封闭可以吗,,窝沟封闭
A1817780001352001,成人适合做窝沟封闭嘛,,窝沟封闭
A1159720000293017,那怎样能不让蛀虫继续生长？,,窝沟封闭
An,承认适合做窝沟封闭嘛,,窝沟封闭
A1850300002509004,鼻勾纹深,,祛鼻根纹
A6903320001735001,自体脂肪额头？,,自体丰额头
A1159720000951017,额头皱纹脂肪填充可以吗？不会吸收太快了,,自体丰额头
A6577100000551015,抽出来的脂肪填额头脂肪不会吸收吗,,自体丰额头
A8592480003340014,我想直接做自体脂肪填额头太阳,,自体丰额头
A5860280006226001,脂肪填充额头也是3200么,,自体丰额头
A58549100120990,耳部可以整形么,,耳部修复
A8592480003710015,耳朵完整但上面缺软骨下垂,,耳部修复
A39968700043560,我想问下 耳朵可以做整形修复吗,,耳部修复
A58549100073400,我女儿耳朵带耳环拉开了，下面有个口子，请问整一下多少钱,,耳部修复
A58602800077300,脂肪填充苹果肌,,自体丰苹果肌
A5860280007903022,还有我多久才可以来用脂肪填苹果肌,,自体丰苹果肌
A58549100097950,脂肪填充苹果肌多少钱,,自体丰苹果肌
A5860280007903033,好的，是不是脂肪填充能和苹果肌填充有一样的效果,,自体丰苹果肌
A2875580016204002,我想问问去鱼尾纹,,祛鱼尾纹
A2875580002747005,鱼尾纹可以吗,,祛鱼尾纹
A4276530001412056,那个想问问这个特价的去鱼尾纹的肉毒是什么品牌,,祛鱼尾纹
A5015660002775009,我问脸部有那个鱼尾纹，因为门前的有点儿挺明显的。,,祛鱼尾纹
A5015660004769013,手上有不明显，右眼鱼尾纹后面一块较突出。,,祛鱼尾纹
A9170690012556004,鱼尾纹怎么样能去掉,,祛鱼尾纹
A5283910004283012,鱼尾纹怎么搞，今年46,,祛鱼尾纹
A1527530012657001,你好，请问鱼尾纹能去掉吗,,祛鱼尾纹
A5860280001139013,主要就是眼下角的鱼尾纹,,祛鱼尾纹
A6903320001341005,祛眼角纹多少钱？,,祛鱼尾纹
A8530000000892005,后背肥,,背部吸脂
A7419650004048008,没去看过 就是背上肉多,,背部吸脂
A5727500017466001,背部抽脂是有几个部位,,背部吸脂
A2773850010444001,背部长脂肪怎么消除？,,背部吸脂
A7261990000778005,咨询背部吸脂,,背部吸脂
A7419650006483007,这是属于背部抽脂吗,,背部吸脂
A2808500015562014,吸脂不做，光纤溶脂可做背吗？,,背部吸脂
A6708030001706001,你好你们哪里自体活细胞填充脸部能存活多少,,自体丰脸颊
A2367960000780005,想咨询下做脸部自体脂肪填充,,自体丰脸颊
A6068820002875004,不笑已经有细纹 一笑很明显,,祛面部皱纹
A5854910010216004,脸部皮肤松弛,,祛面部皱纹
A4276530009035010,脸部多处深皱纹,,祛面部皱纹
A1527530002227013,我这主要是表情纹,,祛面部皱纹
A2773850001466025,表情纹能做吗,,祛面部皱纹
A5861350001322002,笑纹可以消除吗,,祛面部皱纹
A1527530008480001,面部邹纹怎么去除,,祛面部皱纹
A7419650001039006,怎样才能去除脸上的皱纹？,,祛面部皱纹
A8997980003451015,我苹果机哪里有一条细纹,,祛面部皱纹
A2875580015135015,我可能一下子做不了，想了解一下，面部情况下紧致，需要多少价位,,祛面部皱纹
A1600310003952003,，我想咨询一下，我的眼袋是属于泪沟凹陷的情况，是需要填充脂肪吗？,,自体丰泪沟
A6903320001905002,自体脂肪填泪沟多钱啊,,自体丰泪沟
A5860280013962038,自体脂肪填充泪沟呢,,自体丰泪沟
A5015660001663013,能不能用眼袋脂肪填充泪沟呢,,自体丰泪沟
A5860280016478014,泪沟需要从哪儿取脂肪,,自体丰泪沟
A2773850003429001,自体脂肪可以填泪沟吗,,自体丰泪沟
A5860280002141001,泪沟最好是脂肪和脂肪胶哪种填充更好。,,自体丰泪沟
A66589700032940,"我想咨询""人中不长胡子怎么办""",,胡须种植
A5998600021173001,胡子稀疏，想种密一点,,胡须种植
A5015660000275029,酒窝不就一种做法吗？还有好多种吗,,酒窝成形
A5015660007085012,她是圆脸想开脸颊中的酒窝,,酒窝成形
A8911670006159003,你们那里酒窝整形有吗,,酒窝成形
A5015660001451000,酒窝要拆线吗,,酒窝成形
A8881750018929035,梨窝跟酒窝哪个更容易做些,,酒窝成形
A5860280002376003,我想请问一下酒窝术,,酒窝成形
A8881750000476001,人工酒窝能弄吗,,酒窝成形
A6068820000145009,我看有的是往脸上打酒窝针,,酒窝成形
A8530000003618001,请问小时候的凹陷疤能去吗？,,祛萎缩性疤痕
A2259130001078006,就是屁股踏,,臀部提升
A3991420031141001,你好！我想諮詢可以提臀嗎？,,臀部提升
A9170690009139000,你好：我的臀部不好看，想去做一下提臀，大概需要多少钱,,臀部提升
A1800280018374013,臀掉下来,,臀部提升
A2773850026158003,臀部松弛下垂有什么办法,,臀部提升
A1159720022465002,右边臀部比左边臀部下垂了很多，怎么办,,臀部提升
A9963270001397000,臀部下垂怎么弄啊，是抽脂？,,臀部提升
A1600310030798014,我生完孩子臀部又大又下垂，穿衣服太难看了,,臀部提升
A5283910016953002,我腿部以及臀部下垂,,臀部提升
A8997980010765005,阴毛可以做吗？,,私密种植
A2875580005091001,怎么去除肚皮上的毛,,腰腹部脱毛
A1800280000594005,肚皮上的能脱吗,,腰腹部脱毛
A7830660006279005,我后腰长了巴掌大小的汗毛，这个能永久脱毛吗,,腰腹部脱毛
A2875580003470001,肚子上长毛怎么排除,,腰腹部脱毛
A5861350002815007,就是肚子能脱吗？,,腰腹部脱毛
A5854910018187038,我就是想说，肚子可不可以做脱毛,,腰腹部脱毛
A6068820001166006,那肚子肥胖呢能解决吗,,腰腹部脱毛
A7261990004644001,腋下毛怎么去除,,腋下脱毛
A5534870001118005,什么永久脱胳膊下的毛,,腋下脱毛
A6068820003642020,有腋毛 出汗干的慢 容易有味就是,,腋下脱毛
A6577100002176002,你好，请问你们有腋下脱毛么？,,腋下脱毛
A6658970001825020,腋窝有点味，是不是脱毛后就没味了呢,,腋下脱毛
A1527530000792002,腋下脱毛能永久吗？,,腋下脱毛
A2860740002329026,可以腋下脱毛吗  永久的,,腋下脱毛
A8412990007828007,腋毛比较严重,,腋下脱毛
A9963270000196000,可以脱腋毛？,,腋下脱毛
A6068820001708001,脱光腋下多少钱,,腋下脱毛
A5860280004600000,线雕，做嘴角法令纹的的什么价？,,线雕提拉法令纹
A2860740005552016,线提升能改善法令纹吗？,,线雕提拉法令纹
A5998600001333000,线雕可以去法令纹吗,,线雕提拉法令纹
A3991420043946004,大ｖ线，提法令纹,,线雕提拉法令纹
A8330100002712005,你们哪里线雕法令纹多少钱,,线雕提拉法令纹
A5015660007138008,我想法令纹做线雕,,线雕提拉法令纹
A8839580013454001,乳房再造能不能做啊,,乳房再造
A5731100000252002,想咨询乳腺癌术后再造乳房,,乳房再造
A6577100006942001,咨询内容:乳腺癌术后再造,,乳房再造
A5534870003620003,乳腺癌术后，乳房和腋下淋巴切除，可以再造吗,,乳房再造
A99632700005550,打玻尿酸去鱼尾纹能多久,,玻尿酸祛鱼尾纹
A8363010002958022,玻尿酸可以做鱼尾纹吗,,玻尿酸祛鱼尾纹
A58549100078220,眼角鱼尾纹可以玻尿酸填充吗？有效果没有,,玻尿酸祛鱼尾纹
A5998600000443075,有鱼尾纹，可以用玻尿酸吗?,,玻尿酸祛鱼尾纹
A28755800081730,玻尿酸的价格是多少？眼睛鱼尾纹,,玻尿酸祛鱼尾纹
A5854910002353006,我想去打鱼尾纹,,玻尿酸祛鱼尾纹
A67080300013250,我想问下，打一次玻尿酸弄鱼尾纹多少钱,,玻尿酸祛鱼尾纹
A22591300015060,眼角有鱼尾纹打玻尿酸能维持多久？,,玻尿酸祛鱼尾纹
A59986000004430,有鱼尾纹了，可以用玻尿酸吗？,,玻尿酸祛鱼尾纹
A5854910014920000,鼻梁两边有细纹可以通过打玻尿酸把纹撑开么,,玻尿酸祛鼻背纹
A18503000012510,我想做耳垂整容,,玻尿酸丰耳垂
A5998600001845002,298的玻尿酸能丰耳垂吗😊,,玻尿酸丰耳垂
A8530000000055012,注射耳垂呢,,玻尿酸丰耳垂
A42765300033730,丰耳垂整形,,玻尿酸丰耳垂
A5861350007110007,耳垂有个小耳垂整治耳垂缺少一块,,玻尿酸丰耳垂
A8330100005808004,耳垂可以打玻尿酸吗,,玻尿酸丰耳垂
A5732510004408001,耳垂可以补吗？,,玻尿酸丰耳垂
A58613500059150,可以做耳垂整形吗,,玻尿酸丰耳垂
A8388040003338005,玻尿酸丰胸大概什么价格，有没有价目表,,玻尿酸丰胸
A5854910005502001,玻尿酸可以丰胸吗？,,玻尿酸丰胸
A5998600003503003,注射隆胸手术多少钱,,玻尿酸丰胸
A1817780009611001,你好，想问一下玻璃酸丰胸安全吗,,玻尿酸丰胸
A8839580004203001,注射式丰胸是怎么操作的,,玻尿酸丰胸
A8330100002773003,请问玻尿酸丰胸能不,,玻尿酸丰胸
A6068820012839001,用玻尿酸可以丰胸吗,,玻尿酸丰胸
A2875580014414016,给可以玻尿酸丰胸,,玻尿酸丰胸
A6577100008406004,注射除皱需要多少钱,,注射除皱
A2875580009780005,打皱纹针能管多久,,注射除皱
A5860280015314015,1680除皱是和我的除皱一样的针药吗？,,注射除皱
A5732510008488025,这次医生建议打了一个又可以除皱又可以改善发青问题的一个叫什么来着,,注射除皱
A6577100011573014,那么上眼皮有点皱褶能通过注射除皱吗,,注射除皱
A9170690000044004,脸颊打什么玻尿酸呢,,玻尿酸丰脸颊
A5860280003479000,玻尿酸注射脸颊，有没有什么活动呢,,玻尿酸丰脸颊
A4276530010516068,对了，玻尿酸可以填皮肤坑洼吗,,玻尿酸丰脸颊
A9001430016718010,我填充脸颊，是伊婉V好还是C好但是,,玻尿酸丰脸颊
A5860280016718006,我填充脸颊，是伊婉V好还是C好,,玻尿酸丰脸颊
An,脸颊打什么玻尿酸呢就是,,玻尿酸丰脸颊
A5727500000549001,有效17个月的玻尿酸填充额头什么价格,,玻尿酸丰额头
A1817780011884005,请问丰额头打玻尿酸有效果吗,,玻尿酸丰额头
A6068820009064001,玻尿酸填充额头不能终身吗,,玻尿酸丰额头
A5015660008080009,有用玻尿酸打额头的吗,,玻尿酸丰额头
A6068820000566004,还有什么品牌的？便宜一点的。我想丰额头。,,玻尿酸丰额头
A5861350004889003,额头填充玻尿酸,,玻尿酸丰额头
A7419650012569016,还是梨涡好看,,梨涡成形
A5731100001312001,你好 我想咨询一下做梨涡,,梨涡成形
A1817780010276004,可以整梨涡吗？,,梨涡成形
A9170690011447002,延长鼻小柱,,鼻小柱延长
A8388040000084017,鼻小柱一般用什么材料比较好？,,鼻小柱延长
A3226050002923017,假体可以延长鼻小柱吗,,鼻小柱延长
A5861350002041002,可以延长鼻小柱吗,,鼻小柱延长
A5015660003129031,必须要延长鼻小柱吗,,鼻小柱延长
A6708030004822001,鼻小柱可以延长吗,,鼻小柱延长
A6068820002691007,鼻中隔不是延长鼻小柱的吗？,,鼻小柱延长
A3226050005543010,嘴角纹玻尿酸什么价,,玻尿酸祛嘴角纹
A1527530010110000,嘴角纹能注射玻尿酸么,,玻尿酸祛嘴角纹
A6068820009871000,嘴角有纹路 玻尿酸可以去掉,,玻尿酸祛嘴角纹
A9001410010110000,嘴角纹能注射玻尿酸么3,,玻尿酸祛嘴角纹
A1527530004350000,祛嘴角纹是用玻尿酸还是肉毒素？,,玻尿酸祛嘴角纹
A6658970000866002,玻尿酸去抬头纹能保持多久,,玻尿酸祛抬头纹
A1527530008925001,抬头纹 可以用玻尿酸填充吗,,玻尿酸祛抬头纹
A6068820011063003,抬头纹可以填充玻尿酸吗,,玻尿酸祛抬头纹
A4276530011159002,可以拔智齿吗？,,拔牙
A6577100001561013,是不是还要拔牙？,,拔牙
A6577100005612009,可不可以把那颗牙拔了,,拔牙
A6577100003855010,蛀牙！遇上庸医，加上孩子上学没有请假耽误了，伤了牙根，拔了,,拔牙
A6577100007122020,我以前在北京拍过牙片，说是要拔牙，还里面有智齿，还得把智齿掏出来，所以我害怕疼，就没去，一直到现在,,拔牙
A6577100004542010,这种需要拔吗,,拔牙
A6577100003757001,咨询内容:智齿拔除,,拔牙
A8412990009750001,请问小孩乳牙松了能拨？,,拔牙
A8412990010219009,拔掉牙呢？,,拔牙
A6577100004081003,智齿是不是要拔掉,,拔牙
A3996870001419003,玻尿酸能修复眉间纹吗？,,玻尿酸祛眉间纹
A2875580003666012,注射的话是什么？是玻尿酸吗？玻尿酸可以注射眼下的细纹吗？,,玻尿酸祛眼周皱纹
A5979500000802001,眼角细纹打玻尿酸,,玻尿酸祛眼周皱纹
A58613500036700,你们那有没有关于乳晕颜色变浅的手术,,漂乳晕
A18177800033670,飘红乳晕,,漂乳晕
A99632700005480,乳晕漂粉多少钱？,,漂乳晕
A42765300128600,乳晕黑有什么办法吗,,漂乳晕
A57275000002710,漂染乳晕多少钱,,漂乳晕
A88817500021990,想咨询一下乳晕漂红是激光还是刺青呢,,漂乳晕
A78306600015830,乳晕也黑,,漂乳晕
A11597200291220,怎样让乳晕变粉红,,漂乳晕
A28085000106630,漂红乳晕多少钱,,漂乳晕
A58549100038080,乳晕做粉能做吗,,漂乳晕
A1600310001073004,乳头怎么变红,,漂乳头
A5015660002112000,乳头黑有什么办法变粉的,,漂乳头
A2875580007048000,请问乳头漂红大概多少钱,,漂乳头
A5534870006998015,有什么办法可以改善乳头么 变成粉色,,漂乳头
A8412990008620002,乳头怎么变粉,,漂乳头
A58549100113670,乳晕变红怎么弄,,漂乳头
A8530000019874002,乳头黑有什么可以变粉,,漂乳头
A8412990008268001,乳头漂红多少钱,,漂乳头
A8330100001580008,埋线提拉，怎么？,,埋线提拉
A8363010000399010,线雕可以弄上扬的么,,埋线提拉
A6577100009739003,想咨询下线雕提升,,埋线提拉
A1817780017155002,想皮肤提升要做什么项目,,埋线提拉
A7419650006321001,请问做个线雕提升是怎样的,,埋线提拉
A7419650011556002,我想要线雕除皱,,埋线提拉
A6068820001661003,埋线提升什么概念,,埋线提拉
A4276530011630047,像脸部埋线提升那样不？,,埋线提拉
A7419650014131037,为什么不能缩小鼻翼呢,,鼻翼缩小
A1817780016253001,"我想咨询""鼻翼缩小""",,鼻翼缩小
A5861350011284002,能让我鼻翼缩小吗？,,鼻翼缩小
A5732510001069002,我的鼻翼有一点点大 不手术能缩小吗,,鼻翼缩小
A5854910009407006,鼻翼太宽,,鼻翼缩小
A6068820015669002,可以单独做鼻翼缩小么,,鼻翼缩小
A9170690001798010,之前鼻翼不大现在鼻翼大,,鼻翼缩小
A5283910000325007,我想做缩小鼻翼,,鼻翼缩小
A7261990004398006,那网上这么多按鼻翼变小的方法,,鼻翼缩小
A1159720003948002,鼻翼缩小的不满意怎么办,,鼻翼缩小
